circles,euclideanDistance,jaccardDissimilarity,canopyCover,distanceToRoad,geographicDistance,forest_1km
DF2_ERSP6,22.061045171720725,0.7058823529411764,0.04,0.33490509560838816,10.589546274855332,0.077997231
DF2_JMNP1,23.944657996078245,0.75,0.02,0.3227600614229271,3.0292824340619413,0.13063959400000003
DF2_JMNP2,18.065931872306336,0.5833333333333333,0,0.40226078540816634,2.9357539754316786,0.13063959400000003
DF2_JMNP3,20.713828013215373,0.75,0.02,0.3377965413965785,2.9563957501812266,0.13063959400000003
DF2_JMNP5,21.636449130189497,0.6666666666666667,0.1,0.4607106314894853,2.8928796729591095,0.13063959400000003
DF2_JMNP8,19.402249236820754,0.6,0.02,0.28069040350289076,3.0997210141678972,0.13063959400000003
DF2_NCBG1,24.486947091362854,0.7058823529411764,0.08,0.3266463226444309,9.264935083953404,0.430050245
DF2_NCBG4,15.314583941879055,0.4545454545454546,0,0.2487206385741847,9.410127666176088,0.430050245
DF2_NCBG5,21.66232336784875,0.6842105263157895,0.01,0.3341432277811292,9.494918713678492,0.430050245
DF2_NCBG6,24.93666209843188,0.6666666666666667,0.04,0.3667238897458986,9.556725613541309,0.430050245
DF2_NCBG8,21.775080596254565,0.6875,0.02,0.40390883280445117,9.428846991383862,0.430050245
DF2_NCSU10,16.010294008781052,0.5833333333333333,0.04,0.3700750888689872,38.46798263663006,0.8489754740000001
DF2_NCSU11,13.69076484653838,0.6666666666666667,0.02,0.40321074288086006,38.4338828000049,0.8489754740000001
DF2_NCSU2,21.444552333544824,0.8,0.07,0.45949701146103367,37.7158614287082,0.8489754740000001
DF2_NCSU3,17.952296033977042,0.7142857142857143,0.08,0.468984628633618,37.83943142140446,0.8489754740000001
DF2_NCSU9,25.141469676562895,0.7894736842105263,0.05,0.44134266161186186,37.80888157303081,0.8489754740000001
DF2_UNC13,20.69462294617049,0.6,0.14,0.45393362547464566,8.706690178072408,0.780717938
DF2_UNC14,19.194995353558642,0.6470588235294117,0.15,0.45935482385672227,8.577424304773126,0.780717938
DF2_UNC3,24.917283153556006,0.875,0.06,0.44843273348471774,8.79210056148046,0.780717938
DF2_UNC4,25.229542459235144,0.7894736842105263,0.36,0.46549594990438686,8.77960584855524,0.780717938
DF2_UNC8,23.52432561342182,0.8235294117647058,0.06,0.47559096551420316,8.675327732238335,0.780717938
DF3_DF4,15.049685629134144,0.375,0.06,0.09270601514143027,0.09384549661759474,0
DF3_DF5,17.90751980507405,0.4666666666666667,0.01,0.18389628341618017,0.3069595591619258,0
DF3_ERSP1,16.010192351335306,0.4117647058823529,0.02,0.45940789635844376,10.144101479301222,0.077997231
DF3_ERSP2,16.769581050775358,0.4117647058823529,0.03,0.4553112968502148,10.202883561368663,0.077997231
DF3_ERSP3,17.465160727410435,0.47058823529411764,0.03,0.41873351664991093,10.258561655549721,0.077997231
DF3_ERSP4,17.2801266422694,0.5,0.11,0.39518730211665304,10.335623333616713,0.077997231
DF3_ERSP6,17.59688339538379,0.375,0.05,0.4375983531290805,10.487360387472137,0.077997231
DF3_JMNP1,24.82981099082108,0.6818181818181819,0.03,0.4254533189436196,2.9978780958435567,0.13063959400000003
DF3_JMNP2,21.245779822730995,0.7647058823529411,0.01,0.5049540429288587,2.9046351638631713,0.13063959400000003
DF3_JMNP3,21.51839624071413,0.736842105263158,0.03,0.44048979891727086,2.930314391573606,0.13063959400000003
DF3_JMNP5,17.119176120502594,0.5,0.09,0.5634038890101778,2.8603181722890283,0.13063959400000003
DF3_JMNP8,16.50484824030886,0.4375,0.03,0.3833836610235832,3.0594295277106593,0.13063959400000003
DF3_NCBG1,23.04651582293528,0.631578947368421,0.09,0.42933958016512325,9.366373690515747,0.430050245
DF3_NCBG4,10.463644437476052,0.3846153846153846,0.01,0.3514138960948771,9.511621988506258,0.430050245
DF3_NCBG5,19.329682648383333,0.4736842105263158,0.02,0.4368364853018217,9.596225036088214,0.430050245
DF3_NCBG6,25.806001812143265,0.6666666666666667,0.03,0.46941714726659095,9.657919948553635,0.430050245
DF3_NCBG8,20.87622008806867,0.6111111111111112,0.03,0.5066020903251436,9.530051994645152,0.430050245
DF3_NCSU10,18.09643686585489,0.6875,0.03,0.47276834638967963,38.530565702310106,0.8489754740000001
DF3_NCSU11,17.26022280254246,0.6666666666666667,0.01,0.5059040004015524,38.49643690696596,0.8489754740000001
DF3_NCSU2,19.006381334646193,0.5333333333333333,0.06,0.5621902689817261,37.777415479493776,0.8489754740000001
DF3_NCSU3,15.795474606822328,0.5333333333333333,0.07,0.5716778861543104,37.90085832957491,0.8489754740000001
DF3_NCSU9,21.6018451620453,0.5789473684210527,0.04,0.5440359191325542,37.87140664395984,0.8489754740000001
DF3_UNC13,21.34662735966293,0.6842105263157895,0.13,0.556626882995338,8.80258814172962,0.780717938
DF3_UNC14,21.61040619953225,0.65,0.16,0.5620480813774147,8.673510827607878,0.780717938
DF3_UNC3,23.345943002015478,0.7777777777777778,0.05,0.5511259910054102,8.887824281763915,0.780717938
DF3_UNC4,23.06553162693965,0.7142857142857143,0.37,0.5681892074250792,8.875420912442358,0.780717938
DF3_UNC8,23.6059890360448,0.736842105263158,0.05,0.5782842230348956,8.770941426938569,0.780717938
DF4_DF5,17.407908081228765,0.5294117647058824,0.05,0.09119026827474988,0.24370329871371132,0
DF4_ERSP1,17.079548798376578,0.4736842105263158,0.04,0.552113911499874,10.050533982507417,0.077997231
DF4_ERSP2,22.050544978486176,0.38888888888888884,0.09,0.548017311991645,10.109291292907347,0.077997231
DF4_ERSP3,20.497848608800762,0.5263157894736843,0.03,0.5114395317913412,10.164995591225304,0.077997231
DF4_ERSP4,16.664028937026167,0.38888888888888884,0.17,0.4878933172580833,10.242102175775159,0.077997231
DF4_ERSP6,21.758103892976166,0.6,0.11,0.5303043682705109,10.39391905706078,0.077997231
DF4_JMNP1,24.158543995219762,0.5909090909090908,0.09,0.5181593340850499,2.990881536318493,0.13063959400000003
DF4_JMNP2,20.297197549565247,0.6470588235294117,0.07,0.597660058070289,2.8980091037402236,0.13063959400000003
DF4_JMNP3,16.780403952002374,0.5555555555555556,0.09,0.5331958140587011,2.928470141082724,0.13063959400000003
DF4_JMNP5,21.301424659046955,0.47058823529411764,0.03,0.656109904151608,2.8523497423185504,0.13063959400000003
DF4_JMNP8,19.901465822605804,0.4117647058823529,0.09,0.4760896761650134,3.0437146125805166,0.13063959400000003
DF4_NCBG1,21.824718122482263,0.6,0.15,0.5220455953065536,9.460141833479154,0.430050245
DF4_NCBG4,15.792125640704791,0.3571428571428571,0.07,0.44411991123630734,9.605377012375943,0.430050245
DF4_NCBG5,21.26831000746893,0.44999999999999996,0.08,0.5295425004432519,9.690019552303788,0.430050245
DF4_NCBG6,25.772982115413757,0.5714285714285714,0.03,0.5621231624080213,9.75173185030733,0.430050245
DF4_NCBG8,22.281735015077142,0.5789473684210527,0.09,0.5993081054665738,9.623862393172596,0.430050245
DF4_NCSU10,21.81673685710998,0.6470588235294117,0.03,0.56547436153111,38.571611697452596,0.8489754740000001
DF4_NCSU11,18.77709968709592,0.7058823529411764,0.05,0.5986100155429827,38.53745314658385,0.8489754740000001
DF4_NCSU2,22.276892321036918,0.6666666666666667,0,0.6548962841231563,37.81740389455226,0.8489754740000001
DF4_NCSU3,19.84572579879048,0.5882352941176471,0.01,0.6643839012957407,37.940715266734394,0.8489754740000001
DF4_NCSU9,24.742746018499552,0.6818181818181819,0.02,0.6367419342739845,37.91239589367653,0.8489754740000001
DF4_UNC13,22.349510296703908,0.65,0.07,0.6493328981367683,8.895202965966098,0.780717938
DF4_UNC14,23.11964832571677,0.6190476190476191,0.22,0.6547540965188449,8.766201814651804,0.780717938
DF4_UNC3,26.075525821426663,0.8571428571428572,0.01,0.6438320061468404,8.980367667028618,0.780717938
DF4_UNC4,23.649375932997646,0.6190476190476191,0.43,0.6608952225665095,8.968001726734665,0.780717938
DF4_UNC8,25.22035108430437,0.7619047619047619,0.01,0.6709902381763259,8.863440036560485,0.780717938
DF5_ERSP1,19.0903520202301,0.5555555555555556,0.01,0.6433041797746238,9.93000289290578,0.077997231
DF5_ERSP2,17.784842606303002,0.375,0.04,0.639207580266395,9.987995675559766,0.077997231
DF5_ERSP3,12.784627736212386,0.33333333333333337,0.02,0.6026298000660911,10.044480633606614,0.077997231
DF5_ERSP4,18.262080067104083,0.47058823529411764,0.12,0.5790835855328332,10.122850727677521,0.077997231
DF5_ERSP6,13.852281420836869,0.33333333333333337,0.06,0.6214946365452606,10.276717288242127,0.077997231
DF5_JMNP1,22.169759525403663,0.6,0.04,0.6093496023597997,3.1863111560869615,0.13063959400000003
DF5_JMNP2,18.002225357047276,0.5714285714285714,0.02,0.6888503263450388,3.094171586508989,0.13063959400000003
DF5_JMNP3,15.552694525883606,0.5625,0.04,0.6243860823334509,3.1314775237437322,0.13063959400000003
DF5_JMNP5,22.392934248025774,0.5625,0.08,0.7473001724263579,3.046575726810187,0.13063959400000003
DF5_JMNP8,16.30494578149268,0.5,0.04,0.5672799444397633,3.2249959997456283,0.13063959400000003
DF5_NCBG1,23.975053152130876,0.6842105263157895,0.1,0.6132358635813034,9.592806090844634,0.430050245
DF5_NCBG4,16.10384120740013,0.33333333333333337,0.02,0.5353101795110572,9.737338404559434,0.430050245
DF5_NCBG5,18.570523940490755,0.5263157894736843,0.03,0.6207327687180018,9.824171539874945,0.430050245
DF5_NCBG6,22.15067675481447,0.5789473684210527,0.02,0.6533134306827711,9.887115519552147,0.430050245
DF5_NCBG8,23.31162883100286,0.6666666666666667,0.04,0.6904983737413237,9.759155413886274,0.430050245
DF5_NCSU10,21.195306556615392,0.75,0.02,0.6566646298058597,38.452856420334875,0.8489754740000001
DF5_NCSU11,19.968199354316607,0.7333333333333334,0,0.6898002838177325,38.41862350292258,0.8489754740000001
DF5_NCSU2,19.819382610144334,0.6,0.05,0.7460865523979062,37.696012613268934,0.8489754740000001
DF5_NCSU3,18.53586422389052,0.6,0.06,0.7555741695704905,37.8189939490165,0.8489754740000001
DF5_NCSU9,19.600260826482,0.5555555555555556,0.03,0.7279322025487344,37.79351171892481,0.8489754740000001
DF5_UNC13,21.07825946461214,0.5882352941176471,0.12,0.7405231664115182,9.065947475729166,0.780717938
DF5_UNC14,22.85163509703373,0.7,0.17,0.7459443647935948,8.936091695213062,0.780717938
DF5_UNC3,22.70901375653287,0.7647058823529411,0.04,0.7350222744215903,9.151892823354864,0.780717938
DF5_UNC4,22.715250506616446,0.7,0.38,0.7520854908412593,9.139115621112719,0.780717938
DF5_UNC8,22.158208250641263,0.7222222222222222,0.04,0.7621805064510757,9.035470186057298,0.780717938
ERSP1_ERSP2,23.613917723271783,0.5714285714285714,0.05,0.0040965995082288915,0.06869194687869028,0
ERSP1_ERSP3,19.590547522378937,0.4736842105263158,0.01,0.04067437970853276,0.11447859220257878,0
ERSP1_ERSP4,17.95957750901388,0.42105263157894735,0.13,0.06422059424179069,0.20161374097671225,0
ERSP1_ERSP6,17.18986476997363,0.4736842105263158,0.07,0.0218095432293632,0.37994451390498973,0
ERSP1_JMNP1,24.36830743628247,0.6086956521739131,0.05,0.03395457741482416,10.088977951561692,0.20863682500000003
ERSP1_JMNP2,24.026401822131195,0.736842105263158,0.03,0.04554614657041499,10.087220655125062,0.20863682500000003
ERSP1_JMNP3,21.460015780690004,0.7142857142857143,0.05,0.01891809744117286,10.238516148087108,0.20863682500000003
ERSP1_JMNP5,22.946559658353358,0.5789473684210527,0.07,0.103995992651734,10.040366894648674,0.20863682500000003
ERSP1_JMNP8,19.65662384224499,0.4444444444444444,0.05,0.07602423533486057,9.813484460198158,0.20863682500000003
ERSP1_NCBG1,24.61626673624371,0.6190476190476191,0.11,0.030068316193320455,19.507349963733386,0.508047476
ERSP1_NCBG4,17.530178285769573,0.5,0.03,0.10799400026356663,19.653130390077337,0.508047476
ERSP1_NCBG5,21.914566598851852,0.5454545454545454,0.04,0.022571411056622095,19.73565893435013,0.508047476
ERSP1_NCBG6,23.414540164548615,0.5238095238095238,0.01,0.010009250908147237,19.795899988439935,0.508047476
ERSP1_NCBG8,24.075604076020426,0.6666666666666667,0.05,0.04719419396669981,19.66821881146789,0.508047476
ERSP1_NCSU10,20.464233934324746,0.5882352941176471,0.01,0.013360450031235885,44.513919450973376,0.9269727050000001
ERSP1_NCSU11,14.975525706172833,0.6470588235294117,0.01,0.04649610404310867,44.477776305845715,0.9269727050000001
ERSP1_NCSU2,22.28506327846408,0.6842105263157895,0.04,0.10278237262328231,43.680624193786585,0.9269727050000001
ERSP1_NCSU3,15.581916355181539,0.5294117647058824,0.05,0.11226998979586666,43.789722450913395,0.9269727050000001
ERSP1_NCSU9,20.188614563443515,0.5714285714285714,0.02,0.08462802277411051,43.86261337740095,0.9269727050000001
ERSP1_UNC13,22.100599391142044,0.6,0.11,0.09721898663689432,18.81155187452704,0.858715169
ERSP1_UNC14,21.268501605824813,0.5714285714285714,0.18,0.1026401850189709,18.689207103791095,0.858715169
ERSP1_UNC3,23.999281364142092,0.8095238095238095,0.03,0.09171809464696642,18.890755510261243,0.858715169
ERSP1_UNC4,25.247191800996372,0.75,0.39,0.10878131106663551,18.881247833217422,0.858715169
ERSP1_UNC8,20.870726681725337,0.65,0.03,0.11887632667645184,18.771552340638944,0.858715169
ERSP2_ERSP3,17.09046950215953,0.38888888888888884,0.06,0.03657778020030386,0.06729784288328847,0
ERSP2_ERSP4,18.525359673261832,0.23529411764705888,0.08,0.0601239947335618,0.1656199708625889,0
ERSP2_ERSP6,18.048127991961305,0.4736842105263158,0.02,0.01771294372113431,0.3474539543871169,0
ERSP2_JMNP1,24.619058681339173,0.5454545454545454,0,0.029857977906595265,10.155578992837691,0.20863682500000003
ERSP2_JMNP2,21.384074540631598,0.5882352941176471,0.02,0.049642746078643885,10.153662999419257,0.20863682500000003
ERSP2_JMNP3,22.092657887803362,0.5789473684210527,0,0.01482149793294397,10.304963467534765,0.20863682500000003
ERSP2_JMNP5,21.53266107603528,0.5789473684210527,0.12,0.10809259215996289,10.106741152757689,0.20863682500000003
ERSP2_JMNP8,17.684650183013165,0.4444444444444444,0,0.07192763582663167,9.880228436277834,0.20863682500000003
ERSP2_NCBG1,26.826065318925128,0.55,0.06,0.025971716685091566,19.56670476935865,0.508047476
ERSP2_NCBG4,14.505917174017249,0.4,0.02,0.10389740075533774,19.712434153827335,0.508047476
ERSP2_NCBG5,20.422589843537455,0.47619047619047616,0.01,0.018474811548393207,19.795149375575175,0.508047476
ERSP2_NCBG6,21.587368629206615,0.5909090909090908,0.06,0.014105850416376128,19.855496737951245,0.508047476
ERSP2_NCBG8,26.066386904125206,0.6,0,0.0512907934749287,19.727800236070905,0.508047476
ERSP2_NCSU10,22.546861304441364,0.736842105263158,0.06,0.017457049539464777,44.52632006297114,0.9269727050000001
ERSP2_NCSU11,23.971696613456633,0.7894736842105263,0.04,0.05059270355133756,44.49016688617677,0.9269727050000001
ERSP2_NCSU2,18.409088233970817,0.6111111111111112,0.09,0.10687897213151121,43.69253833808235,0.9269727050000001
ERSP2_NCSU3,18.881862021624617,0.6842105263157895,0.1,0.11636658930409556,43.80150933341752,0.9269727050000001
ERSP2_NCSU9,22.5562020351891,0.6363636363636364,0.07,0.08872462228233939,43.87517498103214,0.9269727050000001
ERSP2_UNC13,24.861567284692295,0.6666666666666667,0.16,0.10131558614512322,18.873889196055035,0.858715169
ERSP2_UNC14,26.500924224085693,0.6956521739130435,0.13,0.10673678452719977,18.75145084338212,0.858715169
ERSP2_UNC3,24.806091067964317,0.8636363636363636,0.08,0.09581469415519532,18.95317184018491,0.858715169
ERSP2_UNC4,23.111470992287057,0.6956521739130435,0.34,0.1128779105748644,18.94362922801919,0.858715169
ERSP2_UNC8,27.818659604393286,0.7727272727272727,0.08,0.12297292618468074,18.833983798556098,0.858715169
ERSP3_ERSP4,16.29232055219516,0.38888888888888884,0.14,0.023546214533257937,0.0984503809338275,0
ERSP3_ERSP6,12.035296164600735,0.3529411764705882,0.08,0.018864836479169554,0.2801781607871908,0
ERSP3_JMNP1,23.870406753997084,0.5238095238095238,0.06,0.006719802293708597,10.19787077530704,0.20863682500000003
ERSP3_JMNP2,21.282192313252708,0.6470588235294117,0.04,0.08622052627894775,10.196435439138384,0.20863682500000003
ERSP3_JMNP3,19.46116296570389,0.631578947368421,0.06,0.021756282267359893,10.347719862090209,0.20863682500000003
ERSP3_JMNP5,21.346347595372542,0.5555555555555556,0.06,0.14467037236026675,10.149713997851551,0.20863682500000003
ERSP3_JMNP8,16.867255942593836,0.5,0.06,0.03534985562632781,9.922071069545199,0.20863682500000003
ERSP3_NCBG1,25.212918782380978,0.6,0.12,0.010606063515212299,19.621757906061823,0.508047476
ERSP3_NCBG4,15.972302976882863,0.4666666666666667,0.04,0.06731962055503388,19.767544100600894,0.508047476
ERSP3_NCBG5,17.789689332180483,0.368421052631579,0.05,0.018102968651910658,19.850050136210687,0.508047476
ERSP3_NCBG6,23.464999879156256,0.5714285714285714,0,0.05068363061667999,19.91027676463917,0.508047476
ERSP3_NCBG8,24.864691845852516,0.5789473684210527,0.06,0.08786857367523257,19.78259776837955,0.508047476
ERSP3_NCSU10,22.50278671463399,0.7222222222222222,0,0.05403482973976864,44.59155968303662,0.9269727050000001
ERSP3_NCSU11,21.117508979534918,0.7058823529411764,0.02,0.08717048375164142,44.555404068042414,0.9269727050000001
ERSP3_NCSU2,19.408627201665258,0.5,0.03,0.14345675233181507,43.75765784061659,0.9269727050000001
ERSP3_NCSU3,18.78970863298028,0.6666666666666667,0.04,0.1529443695043994,43.86659676388886,0.9269727050000001
ERSP3_NCSU9,19.260067211111334,0.4736842105263158,0.01,0.12530240248264327,43.94045397468102,0.9269727050000001
ERSP3_UNC13,21.0645109010123,0.5789473684210527,0.1,0.1378933663454271,18.9250802460427,0.858715169
ERSP3_UNC14,25.52565081473621,0.6818181818181819,0.19,0.14331456472750365,18.80278249769749,0.858715169
ERSP3_UNC3,21.13924209357377,0.6666666666666667,0.02,0.1323924743554992,19.00424301435762,0.858715169
ERSP3_UNC4,22.353301618915765,0.6818181818181819,0.4,0.14945569077516824,18.994753520135255,0.858715169
ERSP3_UNC8,23.346450432642218,0.631578947368421,0.02,0.15955070638498461,18.885032018088257,0.858715169
ERSP4_ERSP6,18.648438989074243,0.55,0.06,0.042411051012427495,0.18192972188025816,0
ERSP4_JMNP1,21.45240238984699,0.47619047619047616,0.08,0.030266016826966533,10.253942454025944,0.20863682500000003
ERSP4_JMNP2,20.833205421606916,0.5882352941176471,0.1,0.10976674081220568,10.253247012418786,0.20863682500000003
ERSP4_JMNP3,18.108552267278696,0.5789473684210527,0.08,0.045302496800617834,10.404499120292316,0.20863682500000003
ERSP4_JMNP5,22.620225073171316,0.5789473684210527,0.2,0.1682165868935247,10.206836640847957,0.20863682500000003
ERSP4_JMNP8,18.42094971625591,0.3529411764705882,0.08,0.011803641093069871,9.977466932037247,0.20863682500000003
ERSP4_NCBG1,23.6876823104475,0.55,0.02,0.034152278048470236,19.69766798838354,0.508047476
ERSP4_NCBG4,16.737810652966115,0.4,0.1,0.04377340602177594,19.843544717075336,0.508047476
ERSP4_NCBG5,22.26986193722784,0.47619047619047616,0.09,0.041649183185168595,19.925712468029822,0.508047476
ERSP4_NCBG6,23.393698985407312,0.44999999999999996,0.14,0.07422984514993793,19.985743918198388,0.508047476
ERSP4_NCBG8,24.114224497277448,0.6,0.08,0.1114147882084905,19.858094187538775,0.508047476
ERSP4_NCSU10,22.449202510410906,0.736842105263158,0.14,0.07758104427302658,44.68863263219328,0.9269727050000001
ERSP4_NCSU11,19.57546328845057,0.7894736842105263,0.12,0.11071669828489937,44.652474603539055,0.9269727050000001
ERSP4_NCSU2,19.772129461718094,0.6111111111111112,0.17,0.16700296686507302,43.85461095703934,0.9269727050000001
ERSP4_NCSU3,18.85200821367271,0.6111111111111112,0.18,0.17649058403765736,43.96351756774135,0.9269727050000001
ERSP4_NCSU9,24.089367940586527,0.6363636363636364,0.15,0.14884861701590119,44.037565970473715,0.9269727050000001
ERSP4_UNC13,22.47971247350461,0.6,0.24,0.16143958087868504,18.99482139742119,0.858715169
ERSP4_UNC14,24.015236411945484,0.5714285714285714,0.05,0.16686077926076157,18.872747985132943,0.858715169
ERSP4_UNC3,25.915578678656335,0.8636363636363636,0.16,0.15593868888875712,19.07379327115196,0.858715169
ERSP4_UNC4,24.29992827106837,0.6956521739130435,0.26,0.1730019053084262,19.064388073949956,0.858715169
ERSP4_UNC8,23.918209782330177,0.7142857142857143,0.16,0.18309692091824253,18.95454720809335,0.858715169
ERSP6_JMNP1,24.134417201895758,0.5909090909090908,0.02,0.012145034185460958,10.370616343584265,0.20863682500000003
ERSP6_JMNP2,21.600460533789434,0.7222222222222222,0.04,0.06735568979977818,10.371185770723633,0.20863682500000003
ERSP6_JMNP3,19.837335384298854,0.7,0.02,0.002891445788190339,10.522361336723497,0.20863682500000003
ERSP6_JMNP5,21.977121361249484,0.631578947368421,0.14,0.1258055358810972,10.325313251373895,0.20863682500000003
ERSP6_JMNP8,16.428891677359175,0.5,0.02,0.05421469210549736,10.093025897155849,0.20863682500000003
ERSP6_NCBG1,24.57823697069814,0.6,0.04,0.008258772963957255,19.847143073441266,0.508047476
ERSP6_NCBG4,17.10266404461917,0.5625,0.04,0.08618445703420344,19.993165504916508,0.508047476
ERSP6_NCBG5,18.953154626286615,0.44999999999999996,0.03,7.618678272588965e-4,20.074774811274903,0.508047476
ERSP6_NCBG6,23.594969847481433,0.5714285714285714,0.08,0.03181879413751044,20.134483458532355,0.508047476
ERSP6_NCBG8,24.884968162009,0.65,0.02,0.06900373719606301,20.00688475929569,0.508047476
ERSP6_NCSU10,19.824859804294032,0.7222222222222222,0.08,0.03516999326059909,44.86507125084749,0.9269727050000001
ERSP6_NCSU11,19.18932836816616,0.7058823529411764,0.06,0.06830564727247188,44.82890674308125,0.9269727050000001
ERSP6_NCSU2,20.43441381634258,0.5,0.11,0.12459191585264551,44.03072945686542,0.9269727050000001
ERSP6_NCSU3,17.495207258499608,0.5882352941176471,0.12,0.13407953302522987,44.139550228508355,0.9269727050000001
ERSP6_NCSU9,18.223707228841953,0.4736842105263158,0.09,0.1064375660034737,44.21411049648306,0.9269727050000001
ERSP6_UNC13,21.30485143907879,0.65,0.18,0.11902852986625753,19.1340677969895,0.858715169
ERSP6_UNC14,23.653801291045188,0.6818181818181819,0.11,0.12444972824833408,19.01237386960696,0.858715169
ERSP6_UNC3,21.792443314864528,0.736842105263158,0.1,0.11352763787632963,19.212717320601513,0.858715169
ERSP6_UNC4,22.859611555538724,0.7391304347826086,0.32,0.13059085429599873,19.20345372581996,0.858715169
ERSP6_UNC8,21.525159840098517,0.631578947368421,0.1,0.14068586990581505,19.093416070901842,0.858715169
JMNP1_JMNP2,20.419814155020575,0.631578947368421,0.02,0.07950072398523915,0.09379788307808742,0
JMNP1_JMNP3,20.257543592474647,0.6818181818181819,0,0.015036479973651297,0.17528049898816053,0
JMNP1_JMNP5,22.431842700377675,0.4736842105263158,0.12,0.13795057006655817,0.14136721712529526,0
JMNP1_JMNP8,20.92102993459473,0.5,0,0.042069657920036405,0.2886327067400578,0
JMNP1_NCBG1,24.93979458103735,0.6521739130434783,0.06,0.003886261221503702,10.200720642139682,0.29941065099999997
JMNP1_NCBG4,22.30753072174514,0.631578947368421,0.02,0.07403942284874247,10.34883059323399,0.29941065099999997
JMNP1_NCBG5,24.03064610250949,0.5217391304347826,0.01,0.011383166358202062,10.399751954184683,0.29941065099999997
JMNP1_NCBG6,25.09519682444403,0.5652173913043479,0.06,0.043963828322971396,10.441730773637493,0.29941065099999997
JMNP1_NCBG8,23.17362211758031,0.6956521739130435,0,0.08114877138152397,10.320876256839988,0.29941065099999997
JMNP1_NCSU10,21.722853054963785,0.7619047619047619,0.06,0.047315027446060046,41.34843236245846,0.71833588
JMNP1_NCSU11,24.42554493909471,0.8636363636363636,0.04,0.08045068145793283,41.31466393558502,0.71833588
