GroundArthID,PitfallID,TaxonLevel,Taxon,Number,TotalMass,Notes,TaxonID
46,8,suborder,Nematocera,1,0.8,NA,118832
47,8,family,Chaoboridae,1,2.5,NA,125886
48,8,genus,Armadillidium,26,354.5,NA,93249
49,8,genus,Armadillidium,1,113.2,NA,93249
50,8,genus,Camponotus,3,44.6,NA,154194
51,9,order,Collembola,8,1.8,NA,99237
52,9,family,Clubionidae,2,1.4,NA,871518
53,9,family,Tetragnathidae,1,1.1,NA,847764
54,9,order,Diptera,1,1,NA,118831
55,9,family,Curculionidae,1,2.4,NA,114666
56,9,subfamily,Scolytinae,1,2.2,NA,678830
57,9,genus,Armadillidium,19,155.9,NA,93249
58,9,genus,Porcellio,2,30,NA,93267
59,9,genus,Ponera,37,53.5,NA,574209
60,9,genus,Camponotus,4,32,NA,154194
61,10,genus,Ponera,1,1.5,NA,574209
62,10,order,Collembola,5,1.3,NA,99237
63,10,genus,Armadillidium,37,358.8,NA,93249
64,10,genus,Armadillidium,5,51.6,NA,93249
65,10,genus,Porcellio,5,90.8,NA,93267
66,10,species,Trachelipus rathkii,1,7,NA,684736
67,10,family,Carabidae,1,197.6,NA,109234
68,13,subfamily,Scolytinae,4,6.5,NA,678830
69,13,order,Collembola,5,0.1,NA,99237
70,13,family,Lycosidae,9,510.6,NA,849078
71,13,genus,Ceuthophilus,1,225.1,NA,657660
72,13,genus,Gryllus,1,538.9,NA,657701
73,12,order,Diptera,1,0.6,NA,118831
74,12,subfamily,Scolytinae,1,1.3,NA,678830
75,12,order,Collembola,1,0.1,NA,99237
76,12,order,Opiliones,1,1.2,NA,82753
77,12,species,Prenolepis imparis,1,1,NA,577971
78,12,family,Lycosidae,1,45.3,NA,849078
79,12,genus,Ceuthophilus,1,264.9,NA,657660
80,11,subfamily,Scolytinae,10,14,NA,678830
81,11,species,Prenolepis imparis,1,1,NA,577971
82,11,order,Collembola,17,7.4,NA,99237
83,11,family,Lycosidae,2,8.6,NA,849078
84,11,family,Pentatomidae,1,36.3,nymph,108628
85,11,order,Polydesmida,1,101.1,NA,154416
86,14,family,Apidae,1,0.3,NA,154394
87,14,order,Diptera,1,1,NA,118831
88,14,order,Collembola,19,3.3,NA,99237
89,14,subfamily,Scolytinae,11,14.7,NA,678830
90,14,genus,Hypoponera,1,1.3,NA,574195
91,14,genus,Armadillidium,1,10.3,NA,93249
92,14,family,Clubionidae,1,0.2,NA,871518
93,14,family,Lycosidae,3,56,NA,849078
94,14,species,Narceus americanus,1,1265.3,NA,569659
95,17,family,Clubionidae,1,0.5,NA,871518
96,17,family,Salticidae,1,11.6,NA,871537
97,17,family,Trogossitidae,2,1.5,NA,678393
98,17,family,Hemerobiidae,1,0.4,larva,115080
99,17,genus,Armadillidium,2,48.6,NA,93249
100,15,family,Trogossitidae,1,0.5,NA,678393
101,15,subfamily,Scolytinae,7,10.7,NA,678830
102,15,order,Collembola,8,3.5,NA,99237
103,15,species,Prenolepis imparis,4,3.4,NA,577971
104,15,genus,Hypoponera,4,5.1,NA,574195
105,15,genus,Formica,2,16.4,NA,154211
106,15,family,Lycosidae,2,123.2,NA,849078
107,15,genus,Ceuthophilus,1,184.1,NA,657660
108,15,family,Carabidae,1,256.3,NA,109234
109,16,order,Collembola,2,0.1,NA,99237
110,16,family,Chironomidae,7,0.1,NA,127917
111,18,family,Apidae,1,0.9,NA,154394
112,18,family,Chironomidae,1,NA,NA,127917
113,18,order,Collembola,10,2.1,NA,99237
114,18,family,Chloropidae,1,0.7,NA,147644
115,18,family,Bibionidae,1,6.4,NA,121316
116,18,order,Araneae,1,0.3,NA,82732
117,18,family,Clubionidae,3,3,NA,871518
118,18,family,Tetragnathidae,1,1.9,NA,847764
119,18,genus,Castianeira,1,14.2,NA,875557
120,18,family,Trogossitidae,1,0.9,NA,678393
121,18,family,Curculionidae,2,12.8,NA,114666
122,18,genus,Hypoponera,4,5.1,NA,574195
123,18,genus,Armadillidium,4,58.9,NA,93249
124,19,order,Collembola,2,0.1,NA,99237
125,19,order,Diptera,2,0.2,NA,118831
126,19,family,Clubionidae,2,1.6,NA,871518
127,19,family,Tetragnathidae,3,3.4,NA,847764
128,19,genus,Hypoponera,59,99.2,NA,574195
129,19,order,Polydesmida,2,36.7,NA,154416
130,19,genus,Porcellio,4,68.9,NA,93267
131,19,genus,Armadillidium,9,70.3,NA,93249
132,19,genus,Armadillidium,1,2.1,NA,93249
133,20,superfamily,Armadilloidea,40,7.7,juveniles,621184
134,20,genus,Porcellio,5,161.9,NA,93267
135,20,genus,Armadillidium,10,111.8,NA,93249
136,20,family,Clubionidae,1,0.5,NA,871518
137,20,family,Nitidulidae,1,1.8,NA,114290
138,20,genus,Hypoponera,3,3.2,NA,574195
139,21,family,Tephritidae,2,0.6,NA,142604
140,21,order,Diptera,1,0.8,NA,118831
141,21,family,Muscidae,1,17.5,NA,150025
142,21,family,Curculionidae,1,2.4,NA,114666
143,21,genus,Hypoponera,7,10.8,NA,574195
144,21,genus,Camponotus,2,24.2,NA,154194
145,22,genus,Armadillidium,3,83.5,NA,93249
146,22,genus,Camponotus,1,15.3,NA,154194
147,22,order,Polydesmida,1,50.8,NA,154416
148,23,family,Braconidae,1,0,NA,152867
149,23,order,Diptera,1,0.3,NA,118831
150,23,species,Prenolepis imparis,2,1.5,NA,577971
151,23,genus,Stenamma,1,0.3,NA,574150
152,23,genus,Armadillidium,6,65.3,NA,93249
153,24,order,Collembola,1,0.2,NA,99237
154,24,family,Staphylinidae,1,0,NA,113265
155,26,order,Collembola,6,0.8,NA,99237
156,26,order,Diptera,3,1.8,NA,118831
157,26,subfamily,Scolytinae,3,5.3,NA,678830
158,26,genus,Ponera,4,6.1,NA,574209
159,26,genus,Formica,1,7.8,NA,154211
160,26,genus,Camponotus,1,17,NA,154194
161,26,order,Siphonophorida,2,45.2,NA,568964
162,26,family,Scarabaeidae,1,44.2,NA,114493
163,26,family,Clubionidae,1,17.2,NA,871518
164,26,family,Lycosidae,2,151.8,NA,849078
165,27,subfamily,Scolytinae,3,5.2,NA,678830
166,27,family,Clubionidae,1,3.1,NA,871518
167,27,genus,Armadillidium,2,22.8,NA,93249
168,27,genus,Gryllus,1,842.4,NA,657701
169,28,subfamily,Scolytinae,2,2.2,NA,678830
170,28,family,Clubionidae,2,1.3,NA,871518
171,28,order,Collembola,1,1.4,NA,99237
172,28,species,Prenolepis imparis,1,0.4,NA,577971
173,28,genus,Ponera,2,3,NA,574209
174,28,genus,Camponotus,1,16.1,NA,154194
175,28,family,Phalangiidae,1,3.9,NA,1012454
176,28,genus,Armadillidium,1,13.4,NA,93249
177,29,order,Coleoptera,1,0,larva,109216
178,29,order,Arachnida,3,NA,"mites, lost on scale",1117840
179,29,order,Collembola,1,0.1,NA,99237
180,29,family,Tephritidae,1,0.4,NA,142604
181,29,family,Clubionidae,1,2.7,NA,871518
182,29,family,Lycosidae,1,48.4,NA,849078
183,30,family,Braconidae,1,0,NA,152867
184,30,family,Chironomidae,1,0,NA,127917
185,30,order,Arachnida,1,0.1,mite,1117840
186,30,order,Collembola,1,0,NA,99237
187,30,family,Corinnidae,1,2.5,NA,871519
188,30,genus,Ponera,1,1.7,NA,574209
189,30,superorder,Holometabola,1,9.3,insect larva in case,914213
190,32,subfamily,Scolytinae,2,3.5,NA,678830
191,32,genus,Tetramorium,1,1.4,NA,154245
192,32,genus,Armadillidium,5,141.9,NA,93249
193,32,family,Lycosidae,2,103.5,NA,849078
194,33,subfamily,Scolytinae,3,5.7,NA,678830
195,33,order,Diptera,1,0.4,NA,118831
196,33,order,Diptera,1,1.3,NA,118831
197,33,genus,Hypoponera,3,4.8,NA,574195
198,33,genus,Armadillidium,26,402.7,NA,93249
199,33,family,Lycosidae,1,82.2,NA,849078
200,34,order,Collembola,16,9,NA,99237
201,34,order,Diptera,1,1.3,NA,118831
202,34,subfamily,Scolytinae,7,12.4,NA,678830
203,34,family,Curculionidae,1,1.6,NA,114666
204,34,order,Julida,1,13.6,NA,154418
205,34,species,Apheloria tigana,1,991.8,NA,570770
206,34,genus,Ponera,5,7.2,NA,574209
207,34,genus,Armadillidium,9,193.4,NA,93249
208,34,family,Lycosidae,1,44.5,NA,849078
209,34,genus,Ceuthophilus,1,436,NA,657660
210,35,order,Collembola,17,9.8,NA,99237
211,35,subfamily,Scolytinae,1,1.8,NA,678830
212,35,genus,Ponera,2,2.7,NA,574209
213,35,genus,Camponotus,1,23.3,NA,154194
214,35,family,Chironomidae,1,0,NA,127917
215,35,genus,Armadillidium,20,537.4,NA,93249
216,36,order,Collembola,13,5.6,NA,99237
217,36,order,Trichoptera,1,0.2,NA,115095
218,36,order,Diptera,1,0.7,NA,118831
219,36,subphylum,Myriapoda,1,NA,lost during processing,563885
220,36,family,Clubionidae,3,1.5,NA,871518
221,36,family,Lycosidae,6,329.2,NA,849078
222,36,subfamily,Scolytinae,22,34.7,NA,678830
223,36,species,Lycoptis americana,1,0.3,NA,NA
224,36,genus,Hypoponera,17,22.8,NA,574195
225,36,genus,Camponotus,2,25.8,NA,154194
226,36,species,Armadillidium nasatum,9,129.2,NA,594387
227,36,family,Carabidae,1,63,elongate mouthparts,109234
228,36,family,Carabidae,1,311.3,NA,109234
229,36,genus,Ceuthophilus,1,292.9,NA,657660
230,37,order,Collembola,4,2.8,NA,99237
231,37,subfamily,Scolytinae,3,4.8,NA,678830
232,37,genus,Ponera,7,10.1,NA,574209
233,37,genus,Camponotus,1,17.4,NA,154194
234,37,order,Coleoptera,1,1.1,larva,109216
235,37,species,Armadillidium nasatum,30,449.4,NA,594387
236,37,family,Lycosidae,5,280.8,NA,849078
237,37,genus,Ceuthophilus,3,1361.4,NA,657660
238,38,order,Collembola,1,0.3,NA,99237
239,38,subfamily,Scolytinae,8,13.4,NA,678830
240,38,family,Clubionidae,1,2.2,NA,871518
241,38,family,Lycosidae,1,58.5,NA,849078
242,38,genus,Camponotus,2,30.6,NA,154194
243,38,genus,Ceuthophilus,6,2118.3,NA,657660
244,38,family,Gnaphosidae,1,0.1,NA,185556
245,39,family,Clubionidae,2,1.9,NA,871518
246,39,subfamily,Scolytinae,1,1.9,NA,678830
250,39,order,Collembola,1,0.2,NA,99237
251,39,family,Staphylinidae,1,0.8,NA,113265
252,39,genus,Ponera,1,1.6,NA,574209
253,39,genus,Camponotus,1,18.3,NA,154194
254,39,genus,Ceuthophilus,2,620,NA,657660
255,40,class,Arachnida,1,0.4,mite,1117840
256,40,subfamily,Scolytinae,1,1.8,NA,678830
257,40,order,Collembola,3,1,NA,99237
258,40,genus,Ponera,1,1.5,NA,574209
259,40,genus,Camponotus,1,16.3,NA,154194
260,40,species,Armadillidium nasatum,1,7.8,NA,594387
261,41,order,Collembola,4,1.1,NA,99237
262,41,species,Prenolepis imparis,1,0.9,NA,577971
263,41,genus,Formica,3,15.5,NA,154211
264,41,subfamily,Scolytinae,13,21.8,NA,678830
265,41,family,Carabidae,1,351.3,NA,109234
266,41,family,Machilidae,1,22.7,NA,99225
267,41,family,Lycosidae,3,121.7,NA,849078
268,42,order,Collembola,1,0,NA,99237
269,42,family,Stratiomyidae,1,0,larva,130150
270,42,subfamily,Scolytinae,7,10.8,NA,678830
271,42,species,Prenolepis imparis,1,2,NA,577971
272,42,family,Gryllidae,1,1.1,NA,102281
273,42,species,Armadillidium nasatum,1,26.3,NA,594387
274,42,genus,Vonones,1,43.9,NA,1014189
275,42,family,Lycosidae,1,40.6,NA,849078
276,42,genus,Platydracus,1,312.3,NA,NA
277,43,order,Collembola,7,2.8,NA,99237
278,43,family,Clubionidae,4,3.5,NA,871518
279,43,family,Corinnidae,2,26.5,NA,871519
280,43,family,Lycosidae,6,255.1,NA,849078
281,43,subfamily,Scolytinae,5,7.8,NA,678830
282,43,family,Curculionidae,1,3.8,NA,114666
283,43,genus,Ponera,7,10.3,NA,574209
284,43,species,Armadillidium nasatum,4,84.9,NA,594387
285,44,order,Collembola,41,14.6,NA,99237
286,44,order,Coleoptera,1,0,larva,109216
287,44,subfamily,Scolytinae,18,30.1,NA,678830
288,44,order,Diptera,2,0.7,NA,118831
289,44,species,Phrurotimpus alarius,1,0,NA,887078
290,44,family,Clubionidae,1,2.8,NA,871518
291,44,family,Corinnidae,1,11.2,NA,871519
292,44,genus,Castianeira,1,9.7,NA,875557
293,44,family,Lycosidae,2,283.7,NA,849078
294,44,genus,Ponera,3,3.4,NA,574209
295,44,genus,Formica,1,7.1,NA,154211
296,44,species,Armadillidium nasatum,13,199.5,NA,594387
297,45,order,Collembola,17,7.5,NA,99237
298,45,family,Staphylinidae,2,0.7,NA,113265
299,45,genus,Platydracus,2,795.1,NA,NA
300,45,subfamily,Scolytinae,3,4.7,NA,678830
301,45,genus,Hypoponera,14,18.9,NA,574195
302,45,genus,Camponotus,2,43.3,NA,154194
303,45,species,Armadillidium nasatum,5,115.3,NA,594387
304,45,species,Narceus americanus,3,10528.4,NA,569659
305,46,order,Collembola,18,4.4,NA,99237
306,46,subfamily,Scolytinae,6,10.3,NA,678830
307,46,family,Carabidae,1,287.7,NA,109234
308,46,species,Phrurotimpus alarius,2,3.1,NA,887078
309,46,family,Lycosidae,2,127.2,NA,849078
310,46,genus,Ponera,5,7.7,NA,574209
311,46,genus,Camponotus,3,39.6,NA,154194
312,46,species,Armadillidium nasatum,38,603.7,NA,594387
313,46,family,Stratiomyidae,3,51,NA,130150
314,46,family,Sphecidae,1,35.9,NA,154310
315,46,genus,Ceuthophilus,1,307.4,NA,657660
316,47,order,Collembola,16,6.4,NA,99237
317,47,order,Diptera,3,1.4,NA,118831
318,47,subfamily,Scolytinae,3,2.4,NA,678830
319,47,genus,Ponera,3,3.7,NA,574209
320,47,genus,Camponotus,6,106.8,NA,154194
321,47,species,Armadillidium nasatum,17,277.5,NA,594387
322,47,genus,Ceuthophilus,3,1061.2,NA,657660
323,48,order,Collembola,4,2.1,NA,99237
324,48,subfamily,Scolytinae,6,9.9,NA,678830
325,48,order,Diptera,1,1.9,NA,118831
326,48,genus,Ponera,2,2.9,NA,574209
327,48,genus,Formica,1,8.5,NA,154211
328,48,genus,Camponotus,6,128.5,NA,154194
329,48,family,Lycosidae,3,144.5,NA,849078
330,48,genus,Ceuthophilus,6,2660,NA,657660
331,49,order,Collembola,15,8.5,NA,99237
332,49,subfamily,Scolytinae,5,6.8,NA,678830
333,49,order,Diptera,1,1.3,NA,118831
334,49,genus,Ponera,2,2.7,NA,574209
335,49,genus,Camponotus,1,28,NA,154194
336,49,order,Spirobolida,1,13,NA,154419
337,49,genus,Castianeira,3,57.8,NA,875557
338,49,genus,Ceuthophilus,6,2352.7,NA,657660
339,50,order,Collembola,21,10.1,NA,99237
340,50,family,Trogossitidae,1,1.7,NA,678393
341,50,genus,Formica,2,15.1,NA,154211
342,50,genus,Camponotus,1,22.5,NA,154194
343,50,family,Stratiomyidae,1,19.1,NA,130150
344,50,species,Armadillidium nasatum,4,48.9,NA,594387
345,50,family,Lycosidae,1,50.8,NA,849078
346,50,genus,Ceuthophilus,3,783.1,NA,657660
347,50,subfamily,Scolytinae,1,2.1,NA,678830
348,51,order,Collembola,11,2.1,NA,99237
349,51,order,Diptera,1,0.4,NA,118831
350,51,order,Diptera,1,0.9,NA,118831
351,51,genus,Tetramorium,5,2.5,NA,154245
352,51,family,Coccinellidae,1,0.4,NA,114329
353,51,family,Trogossitidae,2,3.3,NA,678393
354,51,family,Carabidae,1,3.3,NA,109234
355,51,family,Cydnidae,1,22.8,NA,108550
356,51,species,Philoscia muscorum,4,70.2,NA,206377
357,51,species,Armadillidium vulgare,26,1062.6,NA,93250
358,51,order,Polydesmida,3,128,NA,154416
359,51,species,Apheloria tigana,1,732.5,NA,570770
360,52,order,Collembola,10,3.6,NA,99237
361,52,order,Araneae,1,0,mite,82732
362,52,family,Drosophilidae,4,5.4,NA,146185
363,52,family,Trogossitidae,1,0.5,NA,678393
364,52,family,Trogossitidae,9,12.6,NA,678393
365,52,family,Carabidae,1,238,NA,109234
366,52,genus,Ponera,10,10.4,NA,574209
367,52,species,Armadillidium vulgare,156,4284.1,NA,93250
368,52,family,Cydnidae,1,25.1,NA,108550
369,52,order,Siphonophorida,1,16.4,NA,568964
370,52,genus,Brachymyrmex,1,0.1,NA,573953
371,52,species,Apheloria tigana,1,878.8,NA,570770
372,53,order,Collembola,4,0.3,NA,99237
373,53,subfamily,Scolytinae,1,1.2,NA,678830
374,53,family,Clubionidae,1,0.9,NA,871518
375,53,order,Julida,1,2.4,NA,154418
376,53,genus,Ponera,1,1.2,NA,574209
377,53,genus,Camponotus,2,43.6,NA,154194
378,53,genus,Camponotus,6,224.2,NA,154194
379,53,species,Armadillidium vulgare,7,125.6,NA,93250
380,53,species,Armadillidium nasatum,9,61.3,NA,594387
381,54,order,Collembola,3,2.5,NA,99237
382,54,family,Trogossitidae,1,1.2,NA,678393
383,54,subfamily,Scolytinae,1,2.1,NA,678830
384,54,family,Dolichopodidae,1,1.2,NA,136824
385,54,genus,Hypoponera,14,21.2,NA,574195
386,54,species,Armadillidium nasatum,10,278,NA,594387
387,55,order,Collembola,7,2,NA,99237
388,55,order,Diptera,1,0.9,NA,118831
389,55,family,Drosophilidae,1,1.3,NA,146185
390,55,family,Dolichopodidae,1,1.7,NA,136824
391,55,family,Curculionidae,1,1.1,NA,114666
392,55,family,Nitidulidae,1,0.4,NA,114290
393,55,genus,Ponera,5,6.2,NA,574209
394,55,genus,Camponotus,2,44.6,NA,575746
395,55,species,Camponotus pennsylvanicus,3,104.9,NA,154198
396,56,genus,Solenopsis,2,1.4,NA,154237
397,56,genus,Temnothorax,1,0.5,NA,NA
398,56,genus,Ponera,1,1.3,NA,574209
399,56,family,Trogossitidae,1,1.6,NA,678393
400,56,species,Philoscia muscorum,1,28.9,NA,206377
401,56,species,Armadillidium vulgare,25,809.9,NA,93250
401,56,species,Forficula auricularia,1,47.9,NA,186036
402,56,order,Julida,1,7.3,NA,154418
403,56,species,Apheloria tigana,2,1497.1,NA,570770
404,57,order,Collembola,6,0.1,NA,99237
405,57,family,Staphylinidae,1,0.3,NA,113265
406,57,family,Trogossitidae,1,1.2,NA,678393
407,57,genus,Ponera,6,5.4,NA,574209
408,57,genus,Formica,1,3.3,NA,154211
409,57,genus,Scarites,1,140.4,NA,109602
410,57,family,Clubionidae,1,0.3,NA,871518
411,57,family,Lycosidae,1,0.6,NA,847731
412,57,family,Carcinophoridae,1,28.8,NA,102460
413,57,order,Julida,3,14,NA,154418
414,57,species,Armadillidium vulgare,177,3714.4,NA,93250
415,58,order,Collembola,1,0.1,NA,99237
416,58,species,Phrurotimpus alarius,1,0.6,NA,887078
417,58,family,Trogossitidae,1,0.5,NA,678393
418,58,species,Camponotus pennsylvanicus,1,25.7,NA,154198
419,58,species,Armadillidium nasatum,20,248.6,NA,594387
420,58,species,Armadillidium vulgare,23,629.4,NA,93250
421,59,family,Corinnidae,2,1.6,NA,871519
422,59,family,Tetragnathidae,1,3.1,NA,847764
423,59,genus,Ponera,3,4.9,NA,574209
424,59,species,Prenolepis imparis,1,1.4,NA,577971
425,59,species,Armadillidium nasatum,1,31.6,NA,594387
426,59,family,Scarabaeidae,1,93.8,NA,114493
427,60,order,Collembola,2,0.2,NA,99237
428,60,genus,Ponera,9,14.3,NA,574209
429,60,species,Phrurotimpus alarius,1,1,NA,887078
430,60,family,Lycosidae,1,39.3,NA,849078
431,60,family,Stratiomyidae,1,10.7,NA,130150
432,60,species,Armadillidium nasatum,5,131.3,NA,594387
433,61,order,Collembola,2,0.3,NA,99237
434,61,genus,Armadillidium,8,1.3,juveniles,93249
435,61,species,Armadillidium nasatum,36,552.3,NA,594387
436,61,species,Armadillidium vulgare,9,168.8,NA,93250
437,61,species,Phrurotimpus alarius,1,0.6,NA,887078
438,61,family,Trogossitidae,2,3,NA,678393
439,61,species,Camponotus pennsylvanicus,2,49.4,NA,154198
440,61,genus,Crematogaster,1,0.4,NA,574052
441,61,genus,Forelius,1,1.2,NA,573923
442,61,species,Porcellio scaber,6,97.4,NA,93269
443,62,family,Trogossitidae,2,2.9,NA,678393
444,62,family,Nitidulidae,1,0.3,NA,114290
445,62,order,Polydesmida,1,14.2,NA,154416
446,62,order,Julida,1,0.6,NA,154418
447,62,family,Drosophilidae,4,3,NA,146185
448,62,species,Phrurotimpus alarius,2,1.2,NA,887078
449,62,order,Araneae,1,0.5,NA,82732
450,62,family,Tetragnathidae,3,1.4,NA,847764
451,62,genus,Ponera,154,187.5,NA,574209
452,62,genus,Camponotus,1,17.4,NA,575746
453,62,genus,Formica,1,9.8,NA,154211
454,62,species,Porcellio scaber,9,199.3,NA,93269
455,62,species,Armadillidium vulgare,8,77.4,NA,93250
456,62,species,Armadillidium nasatum,174,2012.5,NA,594387
457,63,class,Diplopoda,1,0.5,NA,154409
458,63,order,Polydesmida,1,63,NA,154416
459,63,genus,Ponera,2,2.7,NA,574209
460,63,genus,Formica,1,10.3,NA,154211
461,63,species,Camponotus pennsylvanicus,3,110.6,NA,154198
462,63,species,Armadillidium nasatum,9,202.3,NA,594387
463,63,species,Apheloria tigana,5,4554,NA,570770
464,64,order,Collembola,6,1.3,NA,99237
465,64,order,Araneae,2,0.6,mites,82732
466,64,genus,Solenopsis,11,5.2,NA,154237
467,64,genus,Forelius,3,1.5,NA,573923
468,64,genus,Ponera,9,13.2,NA,574209
469,64,family,Cydnidae,1,31,NA,108550
470,64,family,Curculionidae,2,10.7,NA,114666
471,64,species,Armadillidium nasatum,4,83.5,NA,594387
472,64,species,Armadillidium vulgare,8,131.8,NA,93250
473,65,family,Nitidulidae,1,0.6,NA,114290
474,65,family,Trogossitidae,1,1.1,NA,678393
475,65,subfamily,Scolytinae,1,1.5,NA,678830
476,65,genus,Stenamma,1,1.4,NA,574150
477,65,family,Drosophilidae,4,4.3,NA,146185
478,65,species,Armadillidium nasatum,10,246.8,NA,594387
479,65,species,Armadillidium vulgare,39,752.9,NA,93250
480,66,order,Collembola,3,0.4,NA,99237
481,66,species,Phrurotimpus alarius,1,0.7,NA,887078
482,66,family,Trogossitidae,1,1.5,NA,678393
483,66,species,Porcellio scaber,3,58,NA,93269
484,66,species,Armadillidium vulgare,7,96.1,NA,93250
485,66,species,Armadillidium nasatum,11,146.7,NA,594387
486,66,species,Camponotus pennsylvanicus,1,36.9,NA,154198
487,67,order,Collembola,8,0.6,NA,99237
488,67,order,Diptera,1,0.1,NA,118831
489,67,family,Drosophilidae,1,1.2,NA,146185
490,67,subfamily,Scolytinae,1,1.2,NA,678830
491,67,order,Araneae,1,0.8,NA,82732
492,67,family,Tetragnathidae,3,1.7,NA,847764
493,67,order,Polydesmida,2,58.8,NA,154416
494,67,species,Ponera pennsylvanica,52,70.4,NA,583962
495,67,genus,Formica,1,4.8,NA,154211
496,67,species,Porcellio scaber,8,199.2,NA,93269
497,67,species,Armadillidium vulgare,13,170.1,NA,93250
498,67,species,Armadillidium nasatum,103,1330.9,NA,594387
499,68,class,Diplopoda,3,1.4,NA,154409
500,68,species,Armadillidium nasatum,5,136,NA,594387
501,68,family,Carabidae,1,24.3,NA,109234
502,69,order,Collembola,3,0.4,NA,99237
503,69,species,Ponera pennsylvanica,1,1.7,NA,583962
504,69,genus,Paratrechina,1,0.7,NA,154224
505,69,genus,Solenopsis,2,2.4,NA,154237
506,69,species,Armadillidium nasatum,1,32.5,NA,594387
507,69,species,Armadillidium vulgare,7,255.6,NA,93250
508,70,order,Collembola,2,0,NA,99237
509,70,family,Drosophilidae,2,4,NA,146185
510,70,subfamily,Scolytinae,1,1.4,NA,678830
511,70,family,Corylophidae,1,0.7,NA,114328
512,70,family,Trogossitidae,2,3,NA,678393
513,70,species,Armadillidium nasatum,2,55.7,NA,594387
514,70,species,Armadillidium vulgare,23,394.2,NA,93250
515,71,order,Collembola,27,10.8,NA,99237
516,71,subfamily,Scolytinae,2,2.9,NA,678830
517,71,family,Trogossitidae,1,2.4,NA,678393
518,71,species,Ponera pennsylvanica,4,3.6,NA,583962
519,71,genus,Formica,4,32.7,NA,154211
520,71,species,Camponotus pennsylvanicus,1,21.1,NA,154198
521,71,family,Lycosidae,1,39.9,NA,849078
522,71,order,Polydesmida,1,57.2,NA,154416
523,71,genus,Castianeira,1,41.5,NA,875557
524,71,family,Gryllidae,1,0.7,NA,102281
525,71,species,Armadillidium nasatum,1,32.4,NA,594387
526,71,family,Carabidae,1,242.4,NA,109234
527,71,family,Phalangiidae,2,289.9,NA,1012454
528,71,genus,Ceuthophilus,14,6139,NA,657660
529,72,order,Collembola,36,9.9,NA,99237
530,72,suborder,Auchenorrhyncha,1,2.9,NA,109167
531,72,family,Trogossitidae,2,3.1,NA,678393
532,72,species,Phrurotimpus alarius,1,0.6,NA,887078
533,72,subfamily,Scolytinae,10,14.1,NA,678830
534,72,family,Drosophilidae,1,1.3,NA,146185
535,72,genus,Vonones,1,41.7,NA,1014189
536,72,family,Stratiomyidae,5,103,NA,130150
537,72,species,Ponera pennsylvanica,8,11,NA,583962
538,72,species,Armadillidium nasatum,2,30.5,NA,594387
539,72,genus,Chlaenius,1,197.5,NA,111436
540,72,genus,Ceuthophilus,1,329.5,NA,657660
541,74,order,Collembola,21,10.1,NA,99237
542,74,subfamily,Scolytinae,3,4.5,NA,678830
543,74,species,Ponera pennsylvanica,5,8.4,NA,583962
544,74,species,Camponotus pennsylvanicus,1,19.5,NA,154198
545,74,genus,Vonones,2,85.4,NA,1014189
