PitfallID,CircleID,DateDeployed,TimeDeployed,DateCollected,TimeCollected,Notes,Checks
41,ERSP1,5/17/2022,13:00:00,5/19/2022,13:48:00,NA,1
42,ERSP2,5/17/2022,14:29:00,5/19/2022,14:08:00,NA,1
43,ERSP3,5/17/2022,14:08:00,5/19/2022,14:36:00,NA,1
44,ERSP4,5/17/2022,13:46:00,5/19/2022,14:50:00,NA,1
45,ERSP6,5/17/2022,13:27:00,5/19/2022,15:06:00,NA,1
46,DF1,5/18/2022,12:04:00,5/20/2022,13:06:00,NA,NA
47,DF2,5/18/2022,11:57:00,5/20/2022,13:27:00,NA,NA
48,DF3,5/18/2022,11:54:00,5/20/2022,13:38:00,NA,NA
49,DF4,5/18/2022,11:45:00,5/20/2022,14:00:00,NA,NA
50,DF5,5/18/2022,11:26:00,5/20/2022,14:17:00,NA,NA
51,NCSU3,5/22/2022,10:06:00,5/24/2022,13:41:00,NA,NA
52,NCSU2,5/22/2022,10:18:00,5/24/2022,13:26:00,NA,NA
53,NCSU9,5/22/2022,11:15:00,5/24/2022,12:41:00,NA,NA
54,NCSU11,5/22/2022,11:33:00,5/24/2022,12:27:00,NA,NA
55,NCSU10,5/22/2022,11:54:00,5/24/2022,12:13:00,NA,NA
56,NCSU3,5/24/2022,13:41:00,5/26/2022,9:25:00,NA,NA
57,NCSU2,5/24/2022,13:26:00,5/26/2022,9:28:00,NA,NA
58,NCSU9,5/24/2022,12:41:00,5/26/2022,10:14:00,NA,NA
59,NCSU11,5/24/2022,12:27:00,5/26/2022,10:30:00,NA,NA
60,NCSU10,5/24/2022,12:13:00,5/26/2022,10:44:00,NA,NA
61,UNC14,5/25/2022,8:48:00,5/27/2022,13:41:00,NA,NA
62,UNC13,5/25/2022,9:26:00,5/27/2022,14:03:00,NA,NA
63,UNC8,5/25/2022,9:29:00,5/27/2022,14:08:00,NA,NA
64,UNC4,5/25/2022,9:46:00,5/27/2022,14:30:00,NA,NA
65,UNC3,5/25/2022,10:14:00,5/27/2022,14:54:00,NA,NA
66,UNC14,5/27/2022,13:41:00,5/29/2022,11:15:00,NA,NA
67,UNC13,5/27/2022,14:03:00,5/29/2022,11:01:00,NA,NA
68,UNC8,5/27/2022,14:08:00,5/29/2022,10:47:00,Flooded,NA
69,UNC4,5/27/2022,14:30:00,5/29/2022,10:43:00,NA,NA
70,UNC3,5/27/2022,14:54:00,5/29/2022,10:11:00,NA,NA
71,JMNP8,5/28/2022,10:45:00,5/30/2022,10:22:00,NA,NA
72,JMNP5,5/28/2022,11:01:00,5/30/2022,10:06:00,NA,NA
73,JMNP2,5/28/2022,11:26:00,5/30/2022,9:47:00,NA,NA
74,JMNP3,5/28/2022,11:47:00,5/30/2022,9:36:00,NA,NA
75,JMNP1,5/28/2022,12:08:00,5/30/2022,9:22:00,NA,NA
76,JMNP8,5/30/2022,10:22:00,6/1/2022,NA,NA,NA
77,JMNP5,5/30/2022,10:06:00,6/1/2022,NA,NA,NA
78,JMNP2,5/30/2022,9:47:00,6/1/2022,NA,NA,NA
79,JMNP3,5/30/2022,9:36:00,6/1/2022,NA,NA,NA
80,JMNP1,5/30/2022,9:22:00,6/1/2022,NA,NA,NA
