"PitfallID","CircleID","DateDeployed","TimeDeployed","DateCollected","TimeCollected","Notes","Checks"
63,"UNC8","2022-05-25","09:29:00","2022-05-27","14:08:00",NA,NA
64,"UNC4","2022-05-25","09:46:00","2022-05-27","14:30:00",NA,NA
65,"UNC3","2022-05-25","10:14:00","2022-05-27","14:54:00",NA,NA
66,"UNC14","2022-05-27","13:41:00","2022-05-29","11:15:00",NA,NA
67,"UNC13","2022-05-27","14:03:00","2022-05-29","11:01:00",NA,NA
68,"UNC8","2022-05-27","14:08:00","2022-05-29","10:47:00","Flooded",NA
69,"UNC4","2022-05-27","14:30:00","2022-05-29","10:43:00",NA,NA
70,"UNC3","2022-05-27","14:54:00","2022-05-29","10:11:00",NA,NA
71,"JMNP8","2022-05-28","10:45:00","2022-05-30","10:22:00",NA,NA
72,"JMNP5","2022-05-28","11:01:00","2022-05-30","10:06:00",NA,NA
73,"JMNP2","2022-05-28","11:26:00","2022-05-30","09:47:00",NA,NA
74,"JMNP3","2022-05-28","11:47:00","2022-05-30","09:36:00",NA,NA
75,"JMNP1","2022-05-28","12:08:00","2022-05-30","09:22:00",NA,NA
76,"JMNP8","2022-05-30","10:22:00","2022-06-01","09:02:00",NA,NA
77,"JMNP5","2022-05-30","10:06:00","2022-06-01","09:17:00",NA,NA
78,"JMNP2","2022-05-30","09:47:00","2022-06-01","09:37:00",NA,NA
79,"JMNP3","2022-05-30","09:36:00","2022-06-01","10:00:00",NA,NA
80,"JMNP1","2022-05-30","09:22:00","2022-06-01","10:22:00",NA,NA
81,"NCBG8","2022-06-06","09:00:00","2022-06-08","10:36:00",NA,NA
82,"NCBG6","2022-06-06","09:08:00","2022-06-08","10:21:00",NA,NA
83,"NCBG5","2022-06-06","09:28:00","2022-06-08","10:04:00",NA,NA
84,"NCBG4","2022-06-06","09:37:00","2022-06-08","09:48:00",NA,NA
85,"NCBG1","2022-06-06","10:12:00","2022-06-08","09:23:00",NA,NA
86,"NCBG8","2022-06-08","10:36:00","2022-06-10",NA,NA,NA
87,"NCBG6","2022-06-08","10:21:00","2022-06-10",NA,NA,NA
88,"NCBG5","2022-06-08","10:04:00","2022-06-10",NA,NA,NA
89,"NCBG4","2022-06-08","09:48:00","2022-06-10",NA,NA,NA
90,"NCBG1","2022-06-08","09:23:00","2022-06-10",NA,NA,NA
