PitfallID,CircleID,DateDeployed,TimeDeployed,DateCollected,TimeCollected,Notes,Checks
102,DF2,6/20/2022,08:58:00,6/22/2022,13:21:00,NA,2
103,DF3,6/20/2022,09:08:00,6/22/2022,13:16:00,NA,2
104,DF4,6/20/2022,09:23:00,6/22/2022,13:01:00,NA,1
105,DF5,6/20/2022,09:41:00,6/22/2022,12:42:00,NA,2
106,NCSU2,6/21/2022,12:10:00,6/23/2022,13:51:00,NA,2
107,NCSU3,6/21/2022,11:55:00,6/23/2022,14:10:00,NA,1
108,NCSU9,6/21/2022,12:54:00,6/23/2022,13:14:00,NA,2
109,NCSU10,6/21/2022,13:28:00,6/23/2022,12:54:00,NA,2
110,NCSU11,6/21/2022,13:17:00,6/23/2022,13:00:00,NA,2
111,DF1,6/22/2022,13:33:00,6/24/2022,12:40:00,NA,1
112,DF2,6/22/2022,13:21:00,6/24/2022,12:55:00,NA,1
113,DF3,6/22/2022,13:16:00,6/24/2022,13:12:00,NA,1
114,DF4,6/22/2022,13:01:00,6/24/2022,13:24:00,NA,1
115,DF5,6/22/2022,12:42:00,6/24/2022,13:45:00,NA,2
116,NCSU2,6/23/2022,13:51:00,6/25/2022,13:00:00,NA,2
117,NCSU3,6/23/2022,14:10:00,6/25/2022,12:46:00,NA,2
118,NCSU9,6/23/2022,13:14:00,6/25/2022,13:35:00,NA,2
119,NCSU10,6/23/2022,12:54:00,6/25/2022,14:07:00,NA,2
120,NCSU11,6/23/2022,13:00:00,6/25/2022,13:57:00,NA,2
121,JMNP1,6/26/2022,12:38:00,6/28/2022,13:10:00,NA,2
122,JMNP2,6/26/2022,12:20:00,6/28/2022,13:22:00,NA,1
123,JMNP3,6/26/2022,12:11:00,6/28/2022,13:37:00,NA,2
124,JMNP5,6/26/2022,11:43:00,6/28/2022,14:01:00,NA,1
125,JMNP8,6/26/2022,11:30:00,6/28/2022,14:14:00,NA,1
126,UNC3,6/27/2022,10:05:00,6/29/2022,12:10:00,NA,1
127,UNC4,6/27/2022,10:23:00,6/29/2022,11:51:00,NA,2
128,UNC8,6/27/2022,10:26:00,6/29/2022,11:26:00,NA,2
129,UNC13,6/27/2022,10:45:00,6/29/2022,11:13:00,NA,2
130,UNC14,6/27/2022,11:12:00,6/29/2022,10:43:00,NA,2
131,JMNP1,6/28/2022,13:10:00,6/30/2022,11:05:00,NA,2
132,JMNP2,6/28/2022,13:22:00,6/30/2022,10:43:00,NA,1
133,JMNP3,6/28/2022,13:37:00,6/30/2022,10:29:00,NA,2
134,JMNP5,6/28/2022,14:01:00,6/30/2022,10:06:00,NA,2
135,JMNP8,6/28/2022,14:14:00,6/30/2022,09:51:00,NA,2
136,UNC3,6/29/2022,12:10:00,7/1/2022,12:29:00,NA,2
137,UNC4,6/29/2022,11:51:00,7/1/2022,12:44:00,NA,2
138,UNC8,6/29/2022,11:26:00,7/1/2022,12:49:00,NA,2
139,UNC13,6/29/2022,11:13:00,7/1/2022,13:06:00,NA,2
140,UNC14,6/29/2022,10:43:00,7/1/2022,13:28:00,NA,2
141,NCBG1,7/4/2022,13:35:00,7/6/2022,11:44:00,NA,1
142,NCBG4,7/4/2022,13:50:00,7/6/2022,11:29:00,NA,2
143,NCBG5,7/4/2022,14:07:00,7/6/2022,11:16:00,NA,2
144,NCBG6,7/4/2022,14:17:00,7/6/2022,11:03:00,NA,2
145,NCBG8,7/4/2022,14:32:00,7/6/2022,10:47:00,NA,1
146,NCBG1,7/6/2022,11:44:00,7/8/2022,11:34:00,NA,2
147,NCBG4,7/6/2022,11:29:00,7/8/2022,11:54:00,NA,1
148,NCBG5,7/6/2022,11:16:00,7/8/2022,12:17:00,NA,2
149,NCBG6,7/6/2022,11:03:00,7/8/2022,12:41:00,NA,2
150,NCBG8,7/6/2022,10:47:00,7/8/2022,12:57:00,NA,2
151,ERSP1,7/7/2022,10:28:00,7/9/2022,11:51:00,NA,2
152,ERSP2,7/7/2022,10:13:00,7/9/2022,12:10:00,NA,2
153,ERSP3,7/7/2022,09:57:00,7/9/2022,12:35:00,NA,2
154,ERSP4,7/7/2022,09:44:00,7/9/2022,12:51:00,NA,2
155,ERSP6,7/7/2022,09:35:00,7/9/2022,13:05:00,NA,1
156,ERSP1,7/9/2022,11:51:00,7/11/2022,11:49:00,NA,1
157,ERSP2,7/9/2022,12:10:00,7/11/2022,11:35:00,NA,1
158,ERSP3,7/9/2022,12:35:00,7/11/2022,11:17:00,NA,1
159,ERSP4,7/9/2022,12:51:00,7/11/2022,10:56:00,NA,1
160,ERSP6,7/9/2022,13:05:00,7/11/2022,10:43:00,NA,1
161,DF1,7/10/2022,17:14:00,7/12/2022,12:47:00,NA,1
162,DF2,7/10/2022,17:04:00,7/12/2022,12:55:00,NA,2
163,DF3,7/10/2022,16:53:00,7/12/2022,13:11:00,NA,2
164,DF4,7/10/2022,16:38:00,7/12/2022,13:23:00,NA,2
165,DF5,7/10/2022,16:30:00,7/12/2022,13:41:00,NA,2
166,DF1,7/12/2022,15:44:00,7/14/2022,11:05:00,NA,2
167,DF2,7/12/2022,15:46:00,7/14/2022,10:50:00,NA,2
168,DF3,7/12/2022,15:47:00,7/14/2022,10:43:00,NA,2
169,DF4,7/12/2022,15:50:00,7/14/2022,10:28:00,NA,1
170,DF5,7/12/2022,15:53:00,7/14/2022,10:18:00,NA,1
171,NCSU2,7/16/2022,12:06:00,7/18/2022,11:16:00,NA,2
172,NCSU3,7/16/2022,12:25:00,7/18/2022,11:05:00,NA,2
173,NCSU9,7/16/2022,11:37:00,7/18/2022,11:41:00,NA,2
174,NCSU10,7/16/2022,11:21:00,7/18/2022,12:00:00,NA,1
175,NCSU11,7/16/2022,11:16:00,7/18/2022,12:08:00,NA,1
176,NCSU2,7/18/2022,11:16:00,7/20/2022,11:20:00,NA,2
177,NCSU3,7/18/2022,11:05:00,7/20/2022,11:12:00,NA,2
178,NCSU9,7/18/2022,11:41:00,7/20/2022,10:41:00,NA,2
179,NCSU10,7/18/2022,12:00:00,7/20/2022,10:30:00,NA,2
180,NCSU11,7/18/2022,12:08:00,7/20/2022,10:17:00,NA,2
