PitfallID,CircleID,DateDeployed,TimeDeployed,DateCollected,TimeCollected,Notes,Checks
41,ERSP1,5/17/2022,13:00:00,5/19/2022,13:48:00,NA,1
42,ERSP2,5/17/2022,14:29:00,5/19/2022,14:08:00,NA,1
43,ERSP3,5/17/2022,14:08:00,5/19/2022,14:36:00,NA,1
44,ERSP4,5/17/2022,13:46:00,5/19/2022,14:50:00,NA,1
45,ERSP6,5/17/2022,13:27:00,5/19/2022,15:06:00,NA,1
46,DF1,5/18/2022,12:04:00,5/20/2022,13:06:00,NA,1
47,DF2,5/18/2022,11:57:00,5/20/2022,13:27:00,NA,1
48,DF3,5/18/2022,11:54:00,5/20/2022,13:38:00,NA,1
49,DF4,5/18/2022,11:45:00,5/20/2022,14:00:00,NA,1
50,DF5,5/18/2022,11:26:00,5/20/2022,14:17:00,NA,1
51,NCSU3,5/22/2022,10:06:00,5/24/2022,13:41:00,NA,1
52,NCSU2,5/22/2022,10:18:00,5/24/2022,13:26:00,NA,1
53,NCSU9,5/22/2022,11:15:00,5/24/2022,12:41:00,NA,1
54,NCSU11,5/22/2022,11:33:00,5/24/2022,12:27:00,NA,1
55,NCSU10,5/22/2022,11:54:00,5/24/2022,12:13:00,NA,1
56,NCSU3,5/24/2022,13:41:00,5/26/2022,9:25:00,NA,1
57,NCSU2,5/24/2022,13:26:00,5/26/2022,9:28:00,NA,1
58,NCSU9,5/24/2022,12:41:00,5/26/2022,10:14:00,NA,1
59,NCSU11,5/24/2022,12:27:00,5/26/2022,10:30:00,NA,1
60,NCSU10,5/24/2022,12:13:00,5/26/2022,10:44:00,NA,1
61,UNC14,5/25/2022,8:48:00,5/27/2022,13:41:00,NA,1
62,UNC13,5/25/2022,9:26:00,5/27/2022,14:03:00,NA,1
63,UNC8,5/25/2022,9:29:00,5/27/2022,14:08:00,NA,1
64,UNC4,5/25/2022,9:46:00,5/27/2022,14:30:00,NA,1
65,UNC3,5/25/2022,10:14:00,5/27/2022,14:54:00,NA,1
66,UNC14,5/27/2022,13:41:00,5/29/2022,11:15:00,NA,1
67,UNC13,5/27/2022,14:03:00,5/29/2022,11:01:00,NA,1
68,UNC8,5/27/2022,14:08:00,5/29/2022,10:47:00,Flooded,1
69,UNC4,5/27/2022,14:30:00,5/29/2022,10:43:00,NA,1
70,UNC3,5/27/2022,14:54:00,5/29/2022,10:11:00,NA,1
71,JMNP8,5/28/2022,10:45:00,5/30/2022,10:22:00,NA,1
72,JMNP5,5/28/2022,11:01:00,5/30/2022,10:06:00,NA,1
73,JMNP2,5/28/2022,11:26:00,5/30/2022,9:47:00,NA,1
74,JMNP3,5/28/2022,11:47:00,5/30/2022,9:36:00,NA,1
75,JMNP1,5/28/2022,12:08:00,5/30/2022,9:22:00,NA,1
76,JMNP8,5/30/2022,10:22:00,6/1/2022,9:02:00,NA,1
77,JMNP5,5/30/2022,10:06:00,6/1/2022,9:17:00,NA,1
78,JMNP2,5/30/2022,9:47:00,6/1/2022,9:37:00,NA,1
79,JMNP3,5/30/2022,9:36:00,6/1/2022,10:00:00,NA,1
80,JMNP1,5/30/2022,9:22:00,6/1/2022,10:22:00,NA,1
81,NCBG8,6/6/2022,9:00:00,6/8/2022,10:36:00,NA,1
82,NCBG6,6/6/2022,9:08:00,6/8/2022,10:21:00,NA,1
83,NCBG5,6/6/2022,9:28:00,6/8/2022,10:04:00,NA,1
84,NCBG4,6/6/2022,9:37:00,6/8/2022,9:48:00,NA,1
85,NCBG1,6/6/2022,10:12:00,6/8/2022,9:23:00,NA,1
86,NCBG8,6/8/2022,10:36:00,6/10/2022,12:08:00,NA,NA
87,NCBG6,6/8/2022,10:21:00,6/10/2022,12:29:00,NA,NA
88,NCBG5,6/8/2022,10:04:00,6/10/2022,12:46:00,NA,NA
89,NCBG4,6/8/2022,9:48:00,6/10/2022,13:05:00,NA,NA
90,NCBG1,6/8/2022,9:23:00,6/10/2022,13:20:00,NA,NA
91,ERSP1,6/12/2022,10:53:00,6/14/2022,12:30:00,NA,NA
92,ERSP2,6/12/2022,11:00:00,6/14/2022,12:39:00,NA,NA
93,ERSP3,6/12/2022,11:22:00,6/14/2022,12:53:00,NA,NA
94,ERSP4,6/12/2022,11:52:00,6/14/2022,13:05:00,NA,NA
95,ERSP6,6/12/2022,12:09:00,6/14/2022,13:20:00,NA,NA
96,ERSP1,6/14/2022,12:30:00,6/16/2022,11:20:00,NA,NA
97,ERSP2,6/14/2022,12:39:00,6/16/2022,10:52:00,NA,NA
98,ERSP3,6/14/2022,12:53:00,6/16/2022,10:29:00,NA,NA
99,ERSP4,6/14/2022,13:05:00,6/16/2022,10:12:00,NA,NA
100,ERSP6,6/14/2022,13:20:00,6/16/2022,10:03:00,NA,NA
101,DF1,6/20/2022,8:44:00,6/22/2022,13:33:00,NA,NA
102,DF2,6/20/2022,8:58:00,6/22/2022,13:21:00,NA,NA
103,DF3,6/20/2022,9:08:00,6/22/2022,13:16:00,NA,NA
104,DF4,6/20/2022,9:23:00,6/22/2022,13:01:00,NA,NA
105,DF5,6/20/2022,9:41:00,6/22/2022,12:42:00,NA,NA
106,NCSU2,6/21/2022,12:10:00,6/23/2022,13:51:00,NA,NA
107,NCSU3,6/21/2022,11:55:00,6/23/2022,14:10:00,NA,NA
108,NCSU9,6/21/2022,12:54:00,6/23/2022,13:14:00,NA,NA
109,NCSU10,6/21/2022,13:28:00,6/23/2022,12:54:00,NA,NA
110,NCSU11,6/21/2022,13:17:00,6/23/2022,13:00:00,NA,NA
111,DF1,6/22/2022,13:33:00,6/24/2022,12:40:00,NA,NA
112,DF2,6/22/2022,13:21:00,6/24/2022,12:55:00,NA,NA
113,DF3,6/22/2022,13:16:00,6/24/2022,13:12:00,NA,NA
114,DF4,6/22/2022,13:01:00,6/24/2022,13:24:00,NA,NA
115,DF5,6/22/2022,12:42:00,6/24/2022,13:45:00,NA,NA
116,NCSU2,6/23/2022,13:51:00,6/25/2022,13:00:00,NA,NA
117,NCSU3,6/23/2022,14:10:00,6/25/2022,12:46:00,NA,NA
118,NCSU9,6/23/2022,13:14:00,6/25/2022,13:35:00,NA,NA
119,NCSU10,6/23/2022,12:54:00,6/25/2022,14:07:00,NA,NA
120,NCSU11,6/23/2022,13:00:00,6/25/2022,13:57:00,NA,NA
121,JMNP1,6/26/2022,12:38:00,6/28/2022,13:10:00,NA,NA
122,JMNP2,6/26/2022,12:20:00,6/28/2022,13:22:00,NA,NA
123,JMNP3,6/26/2022,12:11:00,6/28/2022,13:37:00,NA,NA
124,JMNP5,6/26/2022,11:43:00,6/28/2022,14:01:00,NA,NA
125,JMNP8,6/26/2022,11:30:00,6/28/2022,14:14:00,NA,NA
126,UNC3,6/27/2022,10:05:00,6/29/2022,12:10:00,NA,NA
127,UNC4,6/27/2022,10:23:00,6/29/2022,11:51:00,NA,NA
128,UNC8,6/27/2022,10:26:00,6/29/2022,11:26:00,NA,NA
129,UNC13,6/27/2022,10:45:00,6/29/2022,11:13:00,NA,NA
130,UNC14,6/27/2022,11:12:00,6/29/2022,10:43:00,NA,NA
131,JMNP1,6/28/2022,13:10:00,6/30/2022,11:05:00,NA,NA
132,JMNP2,6/28/2022,13:22:00,6/30/2022,10:43:00,NA,NA
133,JMNP3,6/28/2022,13:37:00,6/30/2022,10:29:00,NA,NA
134,JMNP5,6/28/2022,14:01:00,6/30/2022,10:06:00,NA,NA
135,JMNP8,6/28/2022,14:14:00,6/30/2022,9:51:00,NA,NA
136,UNC3,6/29/2022,12:10:00,7/1/2022,12:29:00,NA,NA
137,UNC4,6/29/2022,11:51:00,7/1/2022,12:44:00,NA,NA
138,UNC8,6/29/2022,11:26:00,7/1/2022,12:49:00,NA,NA
139,UNC13,6/29/2022,11:13:00,7/1/2022,13:06:00,NA,NA
140,UNC14,6/29/2022,10:43:00,7/1/2022,13:28:00,NA,NA
NA,NCBG1,NA,13:35:00,NA,NA,NA,NA
NA,NCBG4,NA,13:50:00,NA,NA,NA,NA
NA,NCBG5,NA,14:07:00,NA,NA,NA,NA
NA,NCBG6,NA,14:17:00,NA,NA,NA,NA
NA,NCBG8,NA,14:32:00,NA,NA,NA,NA
