circles,euclideanDistance,jaccardDissimilarity,herbaceousCover,distanceToRoad,geographicDistance,litterDepth,forest_1km
DF2_NCBG1,26.19949520677934,0.75,2,0.3266463226444309,9.264935083953404,25,0.430050245
DF2_NCBG4,23.290402360203313,0.5384615384615384,1,0.2487206385741847,9.410127666176088,15,0.430050245
DF2_NCBG5,21.711856829271284,0.6666666666666667,0,0.3341432277811292,9.494918713678492,10,0.430050245
DF2_NCBG6,22.086802264160287,0.5833333333333333,0,0.3667238897458986,9.556725613541309,0,0.430050245
DF2_NCBG8,23.730380104826196,0.7,1,0.40390883280445117,9.428846991383862,15,0.430050245
DF2_NCSU10,19.70911961223165,0.6,0,0.3700750888689872,38.46798263663006,15,0.8489754740000001
DF2_NCSU11,24.852333743320663,0.75,0,0.40321074288086006,38.4338828000049,10,0.8489754740000001
DF2_NCSU2,20.14795357817765,0.5454545454545454,2,0.45949701146103367,37.7158614287082,30,0.8489754740000001
DF2_NCSU3,23.601811445269128,0.7272727272727273,0,0.468984628633618,37.83943142140446,30,0.8489754740000001
DF2_NCSU9,22.405137974441878,0.7272727272727273,0,0.44134266161186186,37.80888157303081,35,0.8489754740000001
DF2_UNC13,26.599713913425298,0.7142857142857143,1,0.45393362547464566,8.706690178072408,0,0.780717938
DF2_UNC14,25.460592836045862,0.7142857142857143,0,0.45935482385672227,8.577424304773126,10,0.780717938
DF2_UNC3,23.225248905688158,0.7272727272727273,0,0.44843273348471774,8.79210056148046,10,0.780717938
DF2_UNC4,24.97316504259461,0.6923076923076923,3,0.46549594990438686,8.77960584855524,30,0.780717938
DF2_UNC8,21.900178132549975,0.5833333333333333,3,0.47559096551420316,8.675327732238335,10,0.780717938
DF3_DF4,19.805376713672274,0.6666666666666667,1,0.09270601514143027,0.09384549661759474,0,0
DF3_DF5,14.785672955682038,0.5,1,0.18389628341618017,0.3069595591619258,15,0
DF3_ERSP1,19.03879703563553,0.5833333333333333,0,0.45940789635844376,10.144101479301222,10,0.077997231
DF3_ERSP2,21.935898579362217,0.5833333333333333,2,0.4553112968502148,10.202883561368663,5,0.077997231
DF3_ERSP3,21.607617905004737,0.5454545454545454,0,0.41873351664991093,10.258561655549721,15,0.077997231
DF3_ERSP4,21.460962583682644,0.5384615384615384,2,0.39518730211665304,10.335623333616713,10,0.077997231
DF3_ERSP6,22.52307411954959,0.5833333333333333,2,0.4375983531290805,10.487360387472137,15,0.077997231
DF3_JMNP1,16.999861552110467,0.5833333333333333,1,0.4254533189436196,2.9978780958435567,5,0.13063959400000003
DF3_JMNP2,10.169482644431426,0.5555555555555556,0,0.5049540429288587,2.9046351638631713,0,0.13063959400000003
DF3_JMNP3,20.747762670903338,0.5454545454545454,0,0.44048979891727086,2.930314391573606,15,0.13063959400000003
DF3_JMNP5,22.651192292875905,0.6153846153846154,1,0.5634038890101778,2.8603181722890283,5,0.13063959400000003
DF3_JMNP8,23.631999709040013,0.6428571428571428,1,0.3833836610235832,3.0594295277106593,0,0.13063959400000003
DF3_NCBG1,19.25542004591311,0.6,2,0.42933958016512325,9.366373690515747,10,0.430050245
DF3_NCBG4,24.276483776501728,0.6153846153846154,1,0.3514138960948771,9.511621988506258,0,0.430050245
DF3_NCBG5,20.23896328832029,0.6363636363636364,0,0.4368364853018217,9.596225036088214,5,0.430050245
DF3_NCBG6,18.413940715524873,0.5454545454545454,0,0.46941714726659095,9.657919948553635,15,0.430050245
DF3_NCBG8,22.80956376265644,0.8,1,0.5066020903251436,9.530051994645152,0,0.430050245
DF3_NCSU10,19.477775636798725,0.7,0,0.47276834638967963,38.530565702310106,0,0.8489754740000001
DF3_NCSU11,24.978785122406883,0.8333333333333334,0,0.5059040004015524,38.49643690696596,25,0.8489754740000001
DF3_NCSU2,26.043136010105513,0.75,2,0.5621902689817261,37.777415479493776,15,0.8489754740000001
DF3_NCSU3,27.09704948993138,0.9166666666666666,0,0.5716778861543104,37.90085832957491,15,0.8489754740000001
DF3_NCSU9,22.075358208879397,0.7,0,0.5440359191325542,37.87140664395984,20,0.8489754740000001
DF3_UNC13,26.58763339615625,0.7857142857142857,1,0.556626882995338,8.80258814172962,15,0.780717938
DF3_UNC14,29.29745199584255,0.8666666666666667,0,0.5620480813774147,8.673510827607878,5,0.780717938
DF3_UNC3,24.16060289119949,0.8181818181818181,0,0.5511259910054102,8.887824281763915,5,0.780717938
DF3_UNC4,24.663059720104684,0.7692307692307692,3,0.5681892074250792,8.875420912442358,15,0.780717938
DF3_UNC8,24.55020101323042,0.7692307692307692,3,0.5782842230348956,8.770941426938569,25,0.780717938
DF4_DF5,17.21859910053991,0.5833333333333333,0,0.09119026827474988,0.24370329871371132,15,0
DF4_ERSP1,19.89407319479708,0.5384615384615384,1,0.552113911499874,10.050533982507417,10,0.077997231
DF4_ERSP2,22.32535614074775,0.5384615384615384,1,0.548017311991645,10.109291292907347,5,0.077997231
DF4_ERSP3,18.436123808750903,0.36363636363636365,1,0.5114395317913412,10.164995591225304,15,0.077997231
DF4_ERSP4,22.947884460749965,0.6,1,0.4878933172580833,10.242102175775159,10,0.077997231
DF4_ERSP6,23.018037645669814,0.5384615384615384,1,0.5303043682705109,10.39391905706078,15,0.077997231
DF4_JMNP1,20.156197105205074,0.6428571428571428,0,0.5181593340850499,2.990881536318493,5,0.13063959400000003
DF4_JMNP2,19.24143562413526,0.6363636363636364,1,0.597660058070289,2.8980091037402236,0,0.13063959400000003
DF4_JMNP3,24.249664906925627,0.6153846153846154,1,0.5331958140587011,2.928470141082724,15,0.13063959400000003
DF4_JMNP5,20.161590983393957,0.46153846153846156,0,0.656109904151608,2.8523497423185504,5,0.13063959400000003
DF4_JMNP8,23.572466305312776,0.6,0,0.4760896761650134,3.0437146125805166,0,0.13063959400000003
DF4_NCBG1,23.436632503427667,0.6666666666666667,1,0.5220455953065536,9.460141833479154,10,0.430050245
DF4_NCBG4,25.443269908967423,0.5714285714285714,0,0.44411991123630734,9.605377012375943,0,0.430050245
DF4_NCBG5,20.321469073762085,0.5833333333333333,1,0.5295425004432519,9.690019552303788,5,0.430050245
DF4_NCBG6,22.78037868436557,0.6153846153846154,1,0.5621231624080213,9.75173185030733,15,0.430050245
DF4_NCBG8,18.634750895035424,0.6,0,0.5993081054665738,9.623862393172596,0,0.430050245
DF4_NCSU10,20.336253585617943,0.6363636363636364,1,0.56547436153111,38.571611697452596,0,0.8489754740000001
DF4_NCSU11,21.589767506298394,0.6666666666666667,1,0.5986100155429827,38.53745314658385,25,0.8489754740000001
DF4_NCSU2,24.413236990300696,0.6923076923076923,1,0.6548962841231563,37.81740389455226,15,0.8489754740000001
DF4_NCSU3,24.905693914037506,0.8461538461538461,1,0.6643839012957407,37.940715266734394,15,0.8489754740000001
DF4_NCSU9,18.25853143364088,0.5,1,0.6367419342739845,37.91239589367653,20,0.8489754740000001
DF4_UNC13,22.87738987684176,0.6428571428571428,0,0.6493328981367683,8.895202965966098,15,0.780717938
DF4_UNC14,25.96994991848839,0.7333333333333334,1,0.6547540965188449,8.766201814651804,5,0.780717938
DF4_UNC3,21.877401531704745,0.75,1,0.6438320061468404,8.980367667028618,5,0.780717938
DF4_UNC4,22.909354565387233,0.7142857142857143,2,0.6608952225665095,8.968001726734665,15,0.780717938
DF4_UNC8,19.996487589079848,0.6153846153846154,2,0.6709902381763259,8.863440036560485,25,0.780717938
DF5_ERSP1,12.91142012670128,0.19999999999999996,1,0.6433041797746238,9.93000289290578,5,0.077997231
DF5_ERSP2,18.161751507719917,0.36363636363636365,1,0.639207580266395,9.987995675559766,10,0.077997231
DF5_ERSP3,17.643161765922635,0.4545454545454546,1,0.6026298000660911,10.044480633606614,30,0.077997231
DF5_ERSP4,21.539748770144516,0.5714285714285714,1,0.5790835855328332,10.122850727677521,5,0.077997231
DF5_ERSP6,20.275204250294365,0.5,1,0.6214946365452606,10.276717288242127,30,0.077997231
DF5_JMNP1,20.521989961865568,0.6153846153846154,0,0.6093496023597997,3.1863111560869615,10,0.13063959400000003
DF5_JMNP2,15.594642766687167,0.6,1,0.6888503263450388,3.094171586508989,15,0.13063959400000003
DF5_JMNP3,20.426464810395203,0.4545454545454546,1,0.6243860823334509,3.1314775237437322,30,0.13063959400000003
DF5_JMNP5,21.65343756601723,0.5384615384615384,0,0.7473001724263579,3.046575726810187,20,0.13063959400000003
DF5_JMNP8,19.50490799358797,0.33333333333333337,0,0.5672799444397633,3.2249959997456283,15,0.13063959400000003
DF5_NCBG1,24.01219622431849,0.75,1,0.6132358635813034,9.592806090844634,5,0.430050245
DF5_NCBG4,23.733564167834288,0.6428571428571428,0,0.5353101795110572,9.737338404559434,15,0.430050245
DF5_NCBG5,18.92673976721229,0.5454545454545454,1,0.6207327687180018,9.824171539874945,20,0.430050245
DF5_NCBG6,20.367605040479393,0.6923076923076923,1,0.6533134306827711,9.887115519552147,30,0.430050245
DF5_NCBG8,20.09119801727817,0.5555555555555556,0,0.6904983737413237,9.759155413886274,15,0.430050245
DF5_NCSU10,18.10015550809953,0.6,1,0.6566646298058597,38.452856420334875,15,0.8489754740000001
DF5_NCSU11,21.975147781155272,0.6363636363636364,1,0.6898002838177325,38.41862350292258,40,0.8489754740000001
DF5_NCSU2,22.001548388343103,0.6666666666666667,1,0.7460865523979062,37.696012613268934,0,0.8489754740000001
DF5_NCSU3,22.901883793786418,0.7272727272727273,1,0.7555741695704905,37.8189939490165,0,0.8489754740000001
DF5_NCSU9,19.65639711999565,0.6,1,0.7279322025487344,37.79351171892481,5,0.8489754740000001
DF5_UNC13,24.20041275253169,0.7142857142857143,0,0.7405231664115182,9.065947475729166,30,0.780717938
DF5_UNC14,26.513708996526603,0.8,1,0.7459443647935948,8.936091695213062,20,0.780717938
DF5_UNC3,19.968711372359536,0.6,1,0.7350222744215903,9.151892823354864,20,0.780717938
DF5_UNC4,22.290805881803486,0.6923076923076923,2,0.7520854908412593,9.139115621112719,0,0.780717938
DF5_UNC8,22.791216048976544,0.6923076923076923,2,0.7621805064510757,9.035470186057298,40,0.780717938
ERSP1_ERSP2,11.831840095724573,0.18181818181818177,2,0.0040965995082288915,0.06869194687869028,5,0
ERSP1_ERSP3,18.439598515801492,0.41666666666666663,0,0.04067437970853276,0.11447859220257878,25,0
ERSP1_ERSP4,15.201090708040859,0.4285714285714286,2,0.06422059424179069,0.20161374097671225,0,0
ERSP1_ERSP6,21.1306289150662,0.46153846153846156,2,0.0218095432293632,0.37994451390498973,25,0
ERSP1_JMNP1,14.970111442562402,0.46153846153846156,1,0.03395457741482416,10.088977951561692,5,0.20863682500000003
ERSP1_JMNP2,19.767701572604953,0.6666666666666667,0,0.04554614657041499,10.087220655125062,10,0.20863682500000003
ERSP1_JMNP3,20.9490313819624,0.41666666666666663,0,0.01891809744117286,10.238516148087108,25,0.20863682500000003
ERSP1_JMNP5,16.796316891519233,0.3846153846153846,1,0.103995992651734,10.040366894648674,15,0.20863682500000003
ERSP1_JMNP8,14.6029698126374,0.16666666666666663,1,0.07602423533486057,9.813484460198158,10,0.20863682500000003
ERSP1_NCBG1,24.785633558381118,0.6923076923076923,2,0.030068316193320455,19.507349963733386,0,0.508047476
ERSP1_NCBG4,19.292687466231904,0.5,1,0.10799400026356663,19.653130390077337,10,0.508047476
ERSP1_NCBG5,20.865931118388797,0.5,0,0.022571411056622095,19.73565893435013,15,0.508047476
ERSP1_NCBG6,22.971129515134347,0.7333333333333334,0,0.010009250908147237,19.795899988439935,25,0.508047476
ERSP1_NCBG8,22.009481639949982,0.5,1,0.04719419396669981,19.66821881146789,10,0.508047476
ERSP1_NCSU10,20.196412295228846,0.5454545454545454,0,0.013360450031235885,44.513919450973376,10,0.9269727050000001
ERSP1_NCSU11,24.23239670111639,0.5833333333333333,0,0.04649610404310867,44.477776305845715,35,0.9269727050000001
ERSP1_NCSU2,20.345879468406967,0.6153846153846154,2,0.10278237262328231,43.680624193786585,5,0.9269727050000001
ERSP1_NCSU3,23.805764751204606,0.6666666666666667,0,0.11226998979586666,43.789722450913395,5,0.9269727050000001
ERSP1_NCSU9,22.49702998739952,0.5454545454545454,0,0.08462802277411051,43.86261337740095,10,0.9269727050000001
ERSP1_UNC13,26.429790655576422,0.6666666666666667,1,0.09721898663689432,18.81155187452704,25,0.858715169
ERSP1_UNC14,24.728893891408887,0.6666666666666667,0,0.1026401850189709,18.689207103791095,15,0.858715169
ERSP1_UNC3,23.365242394299017,0.6666666666666667,0,0.09171809464696642,18.890755510261243,15,0.858715169
ERSP1_UNC4,25.405895621360305,0.7333333333333334,3,0.10878131106663551,18.881247833217422,5,0.858715169
ERSP1_UNC8,20.574013661038087,0.5384615384615384,3,0.11887632667645184,18.771552340638944,35,0.858715169
ERSP2_ERSP3,20.822738402058068,0.41666666666666663,2,0.03657778020030386,0.06729784288328847,20,0
ERSP2_ERSP4,12.338951797948496,0.3076923076923077,0,0.0601239947335618,0.1656199708625889,5,0
ERSP2_ERSP6,16.118361739636697,0.33333333333333337,0,0.01771294372113431,0.3474539543871169,20,0
ERSP2_JMNP1,18.006126151402643,0.46153846153846156,1,0.029857977906595265,10.155578992837691,0,0.20863682500000003
ERSP2_JMNP2,23.41079083542997,0.6666666666666667,2,0.049642746078643885,10.153662999419257,5,0.20863682500000003
ERSP2_JMNP3,16.06480469998179,0.2727272727272727,2,0.01482149793294397,10.304963467534765,20,0.20863682500000003
ERSP2_JMNP5,16.435422694834287,0.3846153846153846,1,0.10809259215996289,10.106741152757689,10,0.20863682500000003
ERSP2_JMNP8,18.624501849367626,0.3076923076923077,1,0.07192763582663167,9.880228436277834,5,0.20863682500000003
ERSP2_NCBG1,27.085286342919,0.6923076923076923,0,0.025971716685091566,19.56670476935865,5,0.508047476
ERSP2_NCBG4,17.308505266945122,0.3846153846153846,1,0.10389740075533774,19.712434153827335,5,0.508047476
ERSP2_NCBG5,24.31157954987621,0.6153846153846154,2,0.018474811548393207,19.795149375575175,10,0.508047476
ERSP2_NCBG6,26.39702994919567,0.7333333333333334,2,0.014105850416376128,19.855496737951245,20,0.508047476
ERSP2_NCBG8,25.191695621960733,0.6363636363636364,1,0.0512907934749287,19.727800236070905,5,0.508047476
ERSP2_NCSU10,23.097674172937854,0.5454545454545454,2,0.017457049539464777,44.52632006297114,5,0.9269727050000001
ERSP2_NCSU11,27.38259501813987,0.6923076923076923,2,0.05059270355133756,44.49016688617677,30,0.9269727050000001
ERSP2_NCSU2,25.588124039786972,0.7142857142857143,0,0.10687897213151121,43.69253833808235,10,0.9269727050000001
ERSP2_NCSU3,28.11887930702356,0.7692307692307692,2,0.11636658930409556,43.80150933341752,10,0.9269727050000001
ERSP2_NCSU9,25.783967973162415,0.6666666666666667,2,0.08872462228233939,43.87517498103214,15,0.9269727050000001
ERSP2_UNC13,29.3897773921421,0.75,1,0.10131558614512322,18.873889196055035,20,0.858715169
ERSP2_UNC14,28.40802785882827,0.75,2,0.10673678452719977,18.75145084338212,10,0.858715169
ERSP2_UNC3,27.536991181764307,0.7692307692307692,2,0.09581469415519532,18.95317184018491,10,0.858715169
ERSP2_UNC4,29.143580505239644,0.8125,1,0.1128779105748644,18.94362922801919,10,0.858715169
ERSP2_UNC8,24.267624894097345,0.6428571428571428,1,0.12297292618468074,18.833983798556098,30,0.858715169
ERSP3_ERSP4,21.316011740180013,0.5,2,0.023546214533257937,0.0984503809338275,25,0
ERSP3_ERSP6,20.979827802981415,0.41666666666666663,2,0.018864836479169554,0.2801781607871908,0,0
ERSP3_JMNP1,23.670734584177357,0.5384615384615384,1,0.006719802293708597,10.19787077530704,20,0.20863682500000003
ERSP3_JMNP2,22.369880433589987,0.6363636363636364,0,0.08622052627894775,10.196435439138384,15,0.20863682500000003
ERSP3_JMNP3,23.30535098597712,0.5,0,0.021756282267359893,10.347719862090209,0,0.20863682500000003
ERSP3_JMNP5,23.18383740959619,0.5714285714285714,1,0.14467037236026675,10.149713997851551,10,0.20863682500000003
ERSP3_JMNP8,24.225639065743465,0.5,1,0.03534985562632781,9.922071069545199,15,0.20863682500000003
ERSP3_NCBG1,18.01155035388204,0.5454545454545454,2,0.010606063515212299,19.621757906061823,25,0.508047476
ERSP3_NCBG4,19.857766537580673,0.46153846153846156,1,0.06731962055503388,19.767544100600894,15,0.508047476
ERSP3_NCBG5,13.46179635838715,0.4545454545454546,0,0.018102968651910658,19.850050136210687,10,0.508047476
ERSP3_NCBG6,16.652697974992623,0.5,0,0.05068363061667999,19.91027676463917,0,0.508047476
ERSP3_NCBG8,17.231408244717848,0.6,1,0.08786857367523257,19.78259776837955,15,0.508047476
ERSP3_NCSU10,13.305448868034249,0.5,0,0.05403482973976864,44.59155968303662,15,0.9269727050000001
ERSP3_NCSU11,20.0020812074226,0.6666666666666667,0,0.08717048375164142,44.555404068042414,10,0.9269727050000001
ERSP3_NCSU2,20.549043013022875,0.5833333333333333,2,0.14345675233181507,43.75765784061659,30,0.9269727050000001
ERSP3_NCSU3,23.326136776036044,0.8461538461538461,0,0.1529443695043994,43.86659676388886,30,0.9269727050000001
ERSP3_NCSU9,15.851189402750316,0.5,0,0.12530240248264327,43.94045397468102,35,0.9269727050000001
ERSP3_UNC13,20.78158202039751,0.6428571428571428,1,0.1378933663454271,18.9250802460427,0,0.858715169
ERSP3_UNC14,24.452546493930658,0.7333333333333334,0,0.14331456472750365,18.80278249769749,10,0.858715169
ERSP3_UNC3,20.000364729551123,0.75,0,0.1323924743554992,19.00424301435762,10,0.858715169
ERSP3_UNC4,20.965907661651073,0.7142857142857143,3,0.14945569077516824,18.994753520135255,30,0.858715169
ERSP3_UNC8,17.901672312521555,0.6153846153846154,3,0.15955070638498461,18.885032018088257,10,0.858715169
ERSP4_ERSP6,19.390866934736447,0.4285714285714286,0,0.042411051012427495,0.18192972188025816,25,0
ERSP4_JMNP1,18.031920083313292,0.5333333333333333,1,0.030266016826966533,10.253942454025944,5,0.20863682500000003
ERSP4_JMNP2,23.1246444215666,0.6153846153846154,2,0.10976674081220568,10.253247012418786,10,0.20863682500000003
ERSP4_JMNP3,19.57338517969025,0.3846153846153846,2,0.045302496800617834,10.404499120292316,25,0.20863682500000003
ERSP4_JMNP5,13.553467298874855,0.3571428571428571,1,0.1682165868935247,10.206836640847957,15,0.20863682500000003
ERSP4_JMNP8,20.884879165820223,0.5,1,0.011803641093069871,9.977466932037247,10,0.20863682500000003
ERSP4_NCBG1,24.953054130657044,0.6428571428571428,0,0.034152278048470236,19.69766798838354,0,0.508047476
ERSP4_NCBG4,16.302542095124927,0.23076923076923073,1,0.04377340602177594,19.843544717075336,10,0.508047476
ERSP4_NCBG5,21.952486890185366,0.5714285714285714,2,0.041649183185168595,19.925712468029822,15,0.508047476
ERSP4_NCBG6,23.77657156122409,0.6,2,0.07422984514993793,19.985743918198388,25,0.508047476
ERSP4_NCBG8,24.474407119990385,0.6923076923076923,1,0.1114147882084905,19.858094187538775,10,0.508047476
ERSP4_NCSU10,21.89328240165206,0.6153846153846154,2,0.07758104427302658,44.68863263219328,10,0.9269727050000001
ERSP4_NCSU11,26.430402455331976,0.7333333333333334,2,0.11071669828489937,44.652474603539055,35,0.9269727050000001
ERSP4_NCSU2,22.418714420053853,0.5714285714285714,0,0.16700296686507302,43.85461095703934,5,0.9269727050000001
ERSP4_NCSU3,26.5524434844891,0.8,2,0.17649058403765736,43.96351756774135,5,0.9269727050000001
ERSP4_NCSU9,23.676017698465582,0.6153846153846154,2,0.14884861701590119,44.037565970473715,10,0.9269727050000001
ERSP4_UNC13,27.221446354555262,0.625,1,0.16143958087868504,18.99482139742119,25,0.858715169
ERSP4_UNC14,25.994916652651995,0.625,2,0.16686077926076157,18.872747985132943,15,0.858715169
ERSP4_UNC3,26.14719494399436,0.8,2,0.15593868888875712,19.07379327115196,15,0.858715169
ERSP4_UNC4,27.068515377272117,0.6875,1,0.1730019053084262,19.064388073949956,5,0.858715169
ERSP4_UNC8,20.9624362958572,0.5,1,0.18309692091824253,18.95454720809335,35,0.858715169
ERSP6_JMNP1,23.553252583294203,0.46153846153846156,1,0.012145034185460958,10.370616343584265,20,0.20863682500000003
ERSP6_JMNP2,23.60248340214031,0.5454545454545454,2,0.06735568979977818,10.371185770723633,15,0.20863682500000003
ERSP6_JMNP3,16.260121753810857,0.2727272727272727,2,0.002891445788190339,10.522361336723497,0,0.20863682500000003
ERSP6_JMNP5,22.06873479774625,0.5,1,0.1258055358810972,10.325313251373895,10,0.20863682500000003
ERSP6_JMNP8,25.60035134246764,0.5333333333333333,1,0.05421469210549736,10.093025897155849,15,0.20863682500000003
ERSP6_NCBG1,27.054220658370788,0.6923076923076923,0,0.008258772963957255,19.847143073441266,25,0.508047476
ERSP6_NCBG4,20.95763343301116,0.5,1,0.08618445703420344,19.993165504916508,15,0.508047476
ERSP6_NCBG5,23.049349666956186,0.6153846153846154,2,7.618678272588965e-4,20.074774811274903,10,0.508047476
ERSP6_NCBG6,25.445888049851376,0.6428571428571428,2,0.03181879413751044,20.134483458532355,0,0.508047476
ERSP6_NCBG8,23.69894745863334,0.6363636363636364,1,0.06900373719606301,20.00688475929569,15,0.508047476
ERSP6_NCSU10,21.638588056727084,0.5454545454545454,2,0.03516999326059909,44.86507125084749,15,0.9269727050000001
ERSP6_NCSU11,25.75006572661535,0.6923076923076923,2,0.06830564727247188,44.82890674308125,10,0.9269727050000001
ERSP6_NCSU2,26.930836083690178,0.7142857142857143,0,0.12459191585264551,44.03072945686542,30,0.9269727050000001
ERSP6_NCSU3,28.233386661026334,0.8571428571428572,2,0.13407953302522987,44.139550228508355,30,0.9269727050000001
ERSP6_NCSU9,23.658358163885552,0.6666666666666667,2,0.1064375660034737,44.21411049648306,35,0.9269727050000001
ERSP6_UNC13,27.46604188104422,0.75,1,0.11902852986625753,19.1340677969895,0,0.858715169
ERSP6_UNC14,29.861808215724547,0.8235294117647058,2,0.12444972824833408,19.01237386960696,10,0.858715169
ERSP6_UNC3,25.843764021361785,0.7692307692307692,2,0.11352763787632963,19.212717320601513,10,0.858715169
ERSP6_UNC4,27.413349420976203,0.8125,1,0.13059085429599873,19.20345372581996,30,0.858715169
ERSP6_UNC8,25.46809145389523,0.7333333333333334,1,0.14068586990581505,19.093416070901842,10,0.858715169
JMNP1_JMNP2,15.50292446026259,0.5454545454545454,1,0.07950072398523915,0.09379788307808742,5,0
JMNP1_JMNP3,22.46350587961968,0.5384615384615384,1,0.015036479973651297,0.17528049898816053,20,0
JMNP1_JMNP5,18.248170908299148,0.6,0,0.13795057006655817,0.14136721712529526,10,0
JMNP1_JMNP8,19.824622643834495,0.5333333333333333,0,0.042069657920036405,0.2886327067400578,5,0
JMNP1_NCBG1,21.810058261983908,0.5833333333333333,1,0.003886261221503702,10.200720642139682,5,0.29941065099999997
JMNP1_NCBG4,23.104931776701758,0.6,0,0.07403942284874247,10.34883059323399,5,0.29941065099999997
JMNP1_NCBG5,23.171414370874956,0.7142857142857143,1,0.011383166358202062,10.399751954184683,10,0.29941065099999997
JMNP1_NCBG6,24.357385497177614,0.7333333333333334,1,0.043963828322971396,10.441730773637493,20,0.29941065099999997
JMNP1_NCBG8,22.431883915840118,0.75,0,0.08114877138152397,10.320876256839988,5,0.29941065099999997
