"FoliageArthID","BeatSheetFK","CCGroup","Length","Quantity","PhotoURL","CCNotes","TaxonLevel","Taxon","TotalMass","NumberWeighed","TaxonID"
105214,131102,"beetle",5,1,NA,NA,"family","Elateridae",8.7,1,113879
105214,131102,"beetle",5,1,NA,NA,"family","Elateridae",8.7,1,113879
105215,131106,"bee",2,1,NA,NA,"family","Conopidae",0.1,1,141828
105215,131106,"bee",2,1,NA,NA,"family","Conopidae",0.1,1,141828
105216,131108,"ant",4,1,NA,NA,"species","Linepithema humile",2.3,1,575041
105216,131108,"ant",4,1,NA,NA,"species","Linepithema humile",2.3,1,575041
105217,131108,"spider",4,1,NA,NA,"family","Anyphaenidae",4.6,1,871515
105217,131108,"spider",4,1,NA,NA,"family","Anyphaenidae",4.6,1,871515
105218,131109,"spider",2,1,NA,NA,"family","Gnaphosidae",1.6,1,185556
105218,131109,"spider",2,1,NA,NA,"family","Gnaphosidae",1.6,1,185556
105219,131109,"truebugs",3,1,NA,NA,"family","Anthocoridae",2.2,1,106903
105219,131109,"truebugs",3,1,NA,NA,"family","Anthocoridae",2.2,1,106903
105220,131112,"ant",3,1,NA,NA,"genus","Brachymyrmex",0.9,1,573953
105220,131112,"ant",3,1,NA,NA,"genus","Brachymyrmex",0.9,1,573953
105221,131112,"spider",2,1,NA,NA,"family","Anyphaenidae",1.4,1,871515
105221,131112,"spider",2,1,NA,NA,"family","Anyphaenidae",1.4,1,871515
105222,131114,"ant",3,2,NA,"Same kind, lost 2","species","Linepithema humile",2.1,0,575041
105222,131114,"ant",3,2,NA,"Same kind, lost 2","species","Linepithema humile",2.1,0,575041
105223,131114,"aphid",2,2,NA,NA,"family","Aphididae",0.6,2,109191
105223,131114,"aphid",2,2,NA,NA,"family","Aphididae",0.6,2,109191
105224,131114,"spider",3,1,NA,NA,"family","Anyphaenidae",2.7,1,871515
105224,131114,"spider",3,1,NA,NA,"family","Anyphaenidae",2.7,1,871515
105225,131114,"spider",4,2,NA,"Same kind","family","Anyphaenidae",4.2,2,871515
105225,131114,"spider",4,2,NA,"Same kind","family","Anyphaenidae",4.2,2,871515
105226,131115,"ant",4,8,NA,"All same","species","Linepithema humile",11.8,8,575041
105226,131115,"ant",4,8,NA,"All same","species","Linepithema humile",11.8,8,575041
105241,131126,"ant",2,1,NA,NA,"genus","Tapinoma",0.4,1,154243
105241,131126,"ant",2,1,NA,NA,"genus","Tapinoma",0.4,1,154243
105242,131126,"truebugs",2,2,NA,NA,"genus","Corythucha",1.2,2,104215
105242,131126,"truebugs",2,2,NA,NA,"genus","Corythucha",1.2,2,104215
105244,131128,"spider",3,1,NA,NA,"family","Philodromidae",2.1,1,871533
105244,131128,"spider",3,1,NA,NA,"family","Philodromidae",2.1,1,871533
105245,131128,"truebugs",3,2,NA,NA,"genus","Corythucha",0.7,2,104215
105245,131128,"truebugs",3,2,NA,NA,"genus","Corythucha",0.7,2,104215
105246,131129,"spider",3,1,NA,NA,"family","Tetragnathidae",0.7,1,847764
105246,131129,"spider",3,1,NA,NA,"family","Tetragnathidae",0.7,1,847764
105247,131130,"beetle",3,1,NA,NA,"family","Latridiidae",0.2,1,678391
105247,131130,"beetle",3,1,NA,NA,"family","Latridiidae",0.2,1,678391
105248,131131,"spider",5,1,NA,NA,"family","Salticidae",10.5,1,871537
105248,131131,"spider",5,1,NA,NA,"family","Salticidae",10.5,1,871537
105249,131131,"truebugs",2,2,NA,NA,"genus","Corythucha",0.4,2,104215
105249,131131,"truebugs",2,2,NA,NA,"genus","Corythucha",0.4,2,104215
105250,131131,"truebugs",5,1,NA,NA,"family","Berytidae",0.8,1,107642
105250,131131,"truebugs",5,1,NA,NA,"family","Berytidae",0.8,1,107642
105251,131133,"beetle",2,1,NA,NA,"species","Chilocorus stigma",1.8,1,114345
105251,131133,"beetle",2,1,NA,NA,"species","Chilocorus stigma",1.8,1,114345
105252,131134,"other",2,1,NA,"Psocodea","order","Psocodea",0.7,1,998435
105252,131134,"other",2,1,NA,"Psocodea","order","Psocodea",0.7,1,998435
105254,131136,"truebugs",14,1,NA,NA,"species","Zelus luridus",65.7,1,107375
105254,131136,"truebugs",14,1,NA,NA,"species","Zelus luridus",65.7,1,107375
105255,131136,"truebugs",2,1,NA,NA,"genus","Corythucha",0.1,1,104215
105255,131136,"truebugs",2,1,NA,NA,"genus","Corythucha",0.1,1,104215
105256,131138,"beetle",3,1,NA,NA,"family","Saldidae",0.8,1,104063
105256,131138,"beetle",3,1,NA,NA,"family","Saldidae",0.8,1,104063
105257,131138,"truebugs",5,1,NA,NA,"family","Miridae",9.5,1,104419
105257,131138,"truebugs",5,1,NA,NA,"family","Miridae",9.5,1,104419
105258,131139,"spider",3,1,NA,NA,"family","Araneidae",4,1,82737
105258,131139,"spider",3,1,NA,NA,"family","Araneidae",4,1,82737
105259,131140,"other",3,9,NA,"Psocodea, all same","order","Trichoptera",NA,0,115095
105259,131140,"other",3,9,NA,"Psocodea, all same","order","Trichoptera",NA,0,115095
105260,131140,"spider",2,1,NA,NA,"suborder","Heteroptera",0.3,1,103358
105260,131140,"spider",2,1,NA,NA,"suborder","Heteroptera",0.3,1,103358
105261,131141,"beetle",3,1,NA,NA,"family","Mordellidae",3.1,1,114383
105261,131141,"beetle",3,1,NA,NA,"family","Mordellidae",3.1,1,114383
105262,131142,"ant",5,1,NA,NA,"genus","Camponotus",9.4,1,154194
105262,131142,"ant",5,1,NA,NA,"genus","Camponotus",9.4,1,154194
105263,131144,"other",2,2,NA,"Psocodea","order","Psocodea",0.2,2,998435
105263,131144,"other",2,2,NA,"Psocodea","order","Psocodea",0.2,2,998435
105264,131147,"beetle",5,1,NA,NA,"family","Elateridae",9.2,1,113879
105264,131147,"beetle",5,1,NA,NA,"family","Elateridae",9.2,1,113879
105265,131148,"beetle",3,1,NA,NA,"family","Chrysomelidae",4,1,114509
105265,131148,"beetle",3,1,NA,NA,"family","Chrysomelidae",4,1,114509
105266,131148,"beetle",5,1,NA,NA,"family","Elateridae",10.8,1,113879
105266,131148,"beetle",5,1,NA,NA,"family","Elateridae",10.8,1,113879
105267,131149,"beetle",11,1,NA,NA,"family","Elateridae",52.5,1,113879
105267,131149,"beetle",11,1,NA,NA,"family","Elateridae",52.5,1,113879
105268,131149,"beetle",5,1,NA,NA,"family","Elateridae",11.8,1,113879
105268,131149,"beetle",5,1,NA,NA,"family","Elateridae",11.8,1,113879
105270,131151,"moths",3,1,NA,"Lost","order","Lepidoptera",NA,0,117232
105270,131151,"moths",3,1,NA,"Lost","order","Lepidoptera",NA,0,117232
105271,131151,"spider",5,1,NA,NA,"family","Tetragnathidae",6,1,847764
105271,131151,"spider",5,1,NA,NA,"family","Tetragnathidae",6,1,847764
105272,131151,"spider",4,1,NA,NA,"family","Anyphaenidae",5.6,1,871515
105272,131151,"spider",4,1,NA,NA,"family","Anyphaenidae",5.6,1,871515
105273,131152,"spider",4,1,NA,NA,"family","Anyphaenidae",9.7,1,871515
105273,131152,"spider",4,1,NA,NA,"family","Anyphaenidae",9.7,1,871515
105274,131153,"ant",3,2,NA,NA,"species","Prenolepis imparis",2.7,2,577971
105274,131153,"ant",3,2,NA,NA,"species","Prenolepis imparis",2.7,2,577971
105275,131153,"beetle",2,1,NA,NA,"family","Mordellidae",0.7,1,114383
105275,131153,"beetle",2,1,NA,NA,"family","Mordellidae",0.7,1,114383
105276,131154,"daddylonglegs",3,1,NA,NA,"species","Odiellus pictus",6.2,1,1014097
105276,131154,"daddylonglegs",3,1,NA,NA,"species","Odiellus pictus",6.2,1,1014097
105277,131155,"ant",3,3,NA,NA,"species","Prenolepis imparis",3.6,3,577971
105277,131155,"ant",3,3,NA,NA,"species","Prenolepis imparis",3.6,3,577971
105278,131155,"beetle",11,1,NA,NA,"species","Arrenodes minutus",29.2,1,904027
105278,131155,"beetle",11,1,NA,NA,"species","Arrenodes minutus",29.2,1,904027
105279,131155,"spider",3,1,NA,NA,"family","Anyphaenidae",2.5,1,871515
105279,131155,"spider",3,1,NA,NA,"family","Anyphaenidae",2.5,1,871515
105280,131157,"beetle",3,1,NA,NA,"family","Mordellidae",0.9,1,114383
105280,131157,"beetle",3,1,NA,NA,"family","Mordellidae",0.9,1,114383
105281,131158,"other",3,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
105281,131158,"other",3,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
105282,131158,"caterpillar",5,1,"105282.jpeg",NA,"family","Geometridae",1.7,1,117556
105282,131158,"caterpillar",5,1,"105282.jpeg",NA,"family","Geometridae",1.7,1,117556
105283,131160,"beetle",6,1,NA,NA,"family","Elateridae",10.8,1,113879
105283,131160,"beetle",6,1,NA,NA,"family","Elateridae",10.8,1,113879
105284,131161,"ant",2,2,NA,NA,"genus","Crematogaster",1.3,2,574052
105284,131161,"ant",2,2,NA,NA,"genus","Crematogaster",1.3,2,574052
105285,131161,"ant",4,1,NA,NA,"genus","Camponotus",2.2,1,154194
105285,131161,"ant",4,1,NA,NA,"genus","Camponotus",2.2,1,154194
105286,131161,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
105286,131161,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
105287,131162,"beetle",3,1,NA,NA,"family","Cleridae",1.3,1,113852
105287,131162,"beetle",3,1,NA,NA,"family","Cleridae",1.3,1,113852
105288,131162,"beetle",2,1,NA,NA,"family","Cleridae",1.3,1,113852
105288,131162,"beetle",2,1,NA,NA,"family","Cleridae",1.3,1,113852
105289,131163,"beetle",2,1,NA,"Lost","order","Coleoptera",NA,0,109216
105289,131163,"beetle",2,1,NA,"Lost","order","Coleoptera",NA,0,109216
105290,131163,"moths",3,1,NA,NA,"order","Lepidoptera",1.1,1,117232
105290,131163,"moths",3,1,NA,NA,"order","Lepidoptera",1.1,1,117232
105291,131164,"ant",6,1,NA,NA,"genus","Camponotus",9.3,1,154194
105291,131164,"ant",6,1,NA,NA,"genus","Camponotus",9.3,1,154194
105292,131165,"beetle",2,1,NA,NA,"family","Tenebrionidae",0.8,1,114419
105292,131165,"beetle",2,1,NA,NA,"family","Tenebrionidae",0.8,1,114419
105293,131165,"beetle",3,1,NA,NA,"family","Curculionidae",2.8,1,114666
105293,131165,"beetle",3,1,NA,NA,"family","Curculionidae",2.8,1,114666
105294,131167,"ant",3,2,NA,NA,"species","Prenolepis imparis",3,2,577971
105294,131167,"ant",3,2,NA,NA,"species","Prenolepis imparis",3,2,577971
105295,131167,"beetle",2,1,NA,NA,"family","Curculionidae",3.2,1,114666
105295,131167,"beetle",2,1,NA,NA,"family","Curculionidae",3.2,1,114666
105296,131167,"spider",5,1,NA,NA,"family","Thomisidae",5.8,1,871543
105296,131167,"spider",5,1,NA,NA,"family","Thomisidae",5.8,1,871543
105297,131169,"fly",2,1,NA,"Lost","order","Diptera",NA,0,118831
105297,131169,"fly",2,1,NA,"Lost","order","Diptera",NA,0,118831
105298,131170,"ant",3,1,NA,NA,"species","Prenolepis imparis",1.9,1,577971
105298,131170,"ant",3,1,NA,NA,"species","Prenolepis imparis",1.9,1,577971
105299,131170,"spider",2,1,NA,NA,"family","Araneidae",2.5,1,82737
105299,131170,"spider",2,1,NA,NA,"family","Araneidae",2.5,1,82737
105300,131170,"moths",3,1,NA,"Lost","order","Lepidoptera",NA,0,117232
105300,131170,"moths",3,1,NA,"Lost","order","Lepidoptera",NA,0,117232
105303,131174,"beetle",4,1,NA,NA,"family","Elateridae",3.1,1,113879
105303,131174,"beetle",4,1,NA,NA,"family","Elateridae",3.1,1,113879
105304,131175,"beetle",2,1,NA,NA,"family","Curculionidae",3.7,1,114666
105304,131175,"beetle",2,1,NA,NA,"family","Curculionidae",3.7,1,114666
105305,131175,"moths",4,1,NA,NA,"order","Lepidoptera",2.9,1,117232
105305,131175,"moths",4,1,NA,NA,"order","Lepidoptera",2.9,1,117232
105306,131175,"spider",4,1,NA,NA,"family","Anyphaenidae",6.8,1,871515
105306,131175,"spider",4,1,NA,NA,"family","Anyphaenidae",6.8,1,871515
205212,131100,"spider",2,1,NA,NA,"order","Araneae",1.7,1,82732
205212,131100,"spider",2,1,NA,NA,"order","Araneae",1.7,1,82732
205220,131111,"spider",3,1,NA,NA,"family","Anyphaenidae",NA,1,871515
205220,131111,"spider",3,1,NA,NA,"family","Anyphaenidae",NA,1,871515
205221,131111,"beetle",2,1,NA,NA,"family","Ptinidae",NA,1,114472
205221,131111,"beetle",2,1,NA,NA,"family","Ptinidae",NA,1,114472
105307,131177,"ant",5,1,NA,NA,"genus","Camponotus",4.1,1,154194
105307,131177,"ant",5,1,NA,NA,"genus","Camponotus",4.1,1,154194
105308,131177,"ant",2,1,NA,NA,"genus","Crematogaster",0.7,1,574052
105308,131177,"ant",2,1,NA,NA,"genus","Crematogaster",0.7,1,574052
105309,131178,"spider",5,1,NA,NA,"family","Salticidae",6.8,1,871537
105309,131178,"spider",5,1,NA,NA,"family","Salticidae",6.8,1,871537
105310,131178,"beetle",6,1,NA,NA,"family","Elateridae",12.8,1,113879
105310,131178,"beetle",6,1,NA,NA,"family","Elateridae",12.8,1,113879
105311,131179,"other",2,1,NA,"Psocodea","order","Psocodea",0.3,1,998435
105311,131179,"other",2,1,NA,"Psocodea","order","Psocodea",0.3,1,998435
105312,131180,"ant",5,1,NA,NA,"genus","Camponotus",2.6,1,154194
105312,131180,"ant",5,1,NA,NA,"genus","Camponotus",2.6,1,154194
105313,131181,"spider",4,1,NA,NA,"family","Thomisidae",5.8,1,871543
105313,131181,"spider",4,1,NA,NA,"family","Thomisidae",5.8,1,871543
105314,131183,"ant",6,1,NA,NA,"genus","Camponotus",11.1,1,154194
105314,131183,"ant",6,1,NA,NA,"genus","Camponotus",11.1,1,154194
105315,131184,"ant",3,1,NA,NA,"genus","Crematogaster",0.8,1,574052
105315,131184,"ant",3,1,NA,NA,"genus","Crematogaster",0.8,1,574052
105316,131184,"leafhopper",2,2,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
105316,131184,"leafhopper",2,2,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
105317,131184,"spider",5,1,NA,NA,"family","Salticidae",6,1,871537
105317,131184,"spider",5,1,NA,NA,"family","Salticidae",6,1,871537
105318,131186,"ant",8,1,NA,"Lost","family","Formicidae",NA,0,154193
105318,131186,"ant",8,1,NA,"Lost","family","Formicidae",NA,0,154193
105319,131187,"other",3,12,NA,"Trichoptera, all same, lost 9","order","Trichoptera",1.5,3,115095
105319,131187,"other",3,12,NA,"Trichoptera, all same, lost 9","order","Trichoptera",1.5,3,115095
105320,131188,"leafhopper",3,1,NA,NA,"family","Cicadellidae",1.8,1,109171
105320,131188,"leafhopper",3,1,NA,NA,"family","Cicadellidae",1.8,1,109171
105321,131190,"beetle",5,1,NA,NA,"family","Buprestidae",4.9,1,114968
105321,131190,"beetle",5,1,NA,NA,"family","Buprestidae",4.9,1,114968
105322,131193,"ant",2,3,NA,NA,"genus","Forelius",0.6,3,573923
105322,131193,"ant",2,3,NA,NA,"genus","Forelius",0.6,3,573923
105323,131193,"truebugs",2,3,NA,"Tingidae","genus","Corythucha",2,3,104215
105323,131193,"truebugs",2,3,NA,"Tingidae","genus","Corythucha",2,3,104215
105324,131196,"spider",6,1,NA,"Lost","order","Araneae",NA,0,82732
105324,131196,"spider",6,1,NA,"Lost","order","Araneae",NA,0,82732
105325,131196,"other",2,4,NA,"Psocodea, Lost 2","order","Psocodea",0.5,2,998435
105325,131196,"other",2,4,NA,"Psocodea, Lost 2","order","Psocodea",0.5,2,998435
105326,131197,"caterpillar",4,1,"105326.jpeg",NA,"order","Lepidoptera",1.8,1,117232
105326,131197,"caterpillar",4,1,"105326.jpeg",NA,"order","Lepidoptera",1.8,1,117232
105327,131197,"beetle",2,1,NA,NA,"family","Curculionidae",4.6,1,114666
105327,131197,"beetle",2,1,NA,NA,"family","Curculionidae",4.6,1,114666
105328,131197,"leafhopper",6,1,NA,NA,"family","Membracidae",38.5,1,109170
105328,131197,"leafhopper",6,1,NA,NA,"family","Membracidae",38.5,1,109170
105329,131197,"truebugs",2,1,NA,"Tingidae","genus","Corythucha",0.6,1,104215
105329,131197,"truebugs",2,1,NA,"Tingidae","genus","Corythucha",0.6,1,104215
105332,131204,"beetle",4,1,NA,"Elateridae","family","Elateridae",2.2,1,113879
105332,131204,"beetle",4,1,NA,"Elateridae","family","Elateridae",2.2,1,113879
105333,131204,"truebugs",2,1,NA,"Bright red mite mimic nymph","species","Rhinocapsus vanduzeei",0.8,1,106812
105333,131204,"truebugs",2,1,NA,"Bright red mite mimic nymph","species","Rhinocapsus vanduzeei",0.8,1,106812
105334,131205,"moths",4,1,NA,NA,"order","Lepidoptera",1.5,1,117232
105334,131205,"moths",4,1,NA,NA,"order","Lepidoptera",1.5,1,117232
105335,131207,"other",11,1,NA,"Ephemeroptera","order","Ephemeroptera",10.7,1,100502
105335,131207,"other",11,1,NA,"Ephemeroptera","order","Ephemeroptera",10.7,1,100502
105336,131208,"ant",3,3,NA,NA,"species","Prenolepis imparis",4.6,3,577971
105336,131208,"ant",3,3,NA,NA,"species","Prenolepis imparis",4.6,3,577971
105337,131209,"moths",4,1,NA,NA,"order","Lepidoptera",2.2,1,117232
105337,131209,"moths",4,1,NA,NA,"order","Lepidoptera",2.2,1,117232
105338,131210,"beetle",10,1,NA,NA,"family","Elateridae",27.9,1,113879
105338,131210,"beetle",10,1,NA,NA,"family","Elateridae",27.9,1,113879
105339,131212,"beetle",11,1,NA,"Elateridae","family","Elateridae",33.2,1,113879
105339,131212,"beetle",11,1,NA,"Elateridae","family","Elateridae",33.2,1,113879
105340,131214,"beetle",2,1,NA,NA,"family","Tenebrionidae",0.8,1,114419
105340,131214,"beetle",2,1,NA,NA,"family","Tenebrionidae",0.8,1,114419
105341,131214,"beetle",3,1,NA,NA,"family","Melyridae",0.6,1,113869
105341,131214,"beetle",3,1,NA,NA,"family","Melyridae",0.6,1,113869
105342,131215,"ant",5,1,NA,NA,"genus","Paratrechina",3.6,1,154224
105342,131215,"ant",5,1,NA,NA,"genus","Paratrechina",3.6,1,154224
105343,131216,"beetle",8,1,NA,"Elateridae","family","Elateridae",13.2,1,113879
105343,131216,"beetle",8,1,NA,"Elateridae","family","Elateridae",13.2,1,113879
105344,131221,"other",2,1,NA,"Psocodea","order","Psocodea",0.9,1,998435
105344,131221,"other",2,1,NA,"Psocodea","order","Psocodea",0.9,1,998435
105345,131222,"ant",3,1,NA,NA,"species","Prenolepis imparis",1,1,577971
105345,131222,"ant",3,1,NA,NA,"species","Prenolepis imparis",1,1,577971
105346,131224,"other",12,1,NA,"Plecoptera","family","Perlidae",14.8,1,102914
105346,131224,"other",12,1,NA,"Plecoptera","family","Perlidae",14.8,1,102914
105347,131225,"ant",3,1,NA,NA,"species","Prenolepis imparis",0.7,1,577971
105347,131225,"ant",3,1,NA,NA,"species","Prenolepis imparis",0.7,1,577971
105348,131225,"fly",4,1,NA,NA,"family","Conopidae",5.5,1,141828
105348,131225,"fly",4,1,NA,NA,"family","Conopidae",5.5,1,141828
105349,131226,"spider",2,1,NA,NA,"family","Anyphaenidae",2.3,1,871515
105349,131226,"spider",2,1,NA,NA,"family","Anyphaenidae",2.3,1,871515
105350,131226,"spider",3,1,NA,NA,"family","Anyphaenidae",3.2,1,871515
105350,131226,"spider",3,1,NA,NA,"family","Anyphaenidae",3.2,1,871515
105432,131311,"truebugs",4,1,NA,NA,"family","Miridae",6.9,1,104419
105432,131311,"truebugs",4,1,NA,NA,"family","Miridae",6.9,1,104419
105435,131315,"truebugs",2,2,NA,NA,"genus","Corythucha",2.3,2,104215
105435,131315,"truebugs",2,2,NA,NA,"genus","Corythucha",2.3,2,104215
105436,131318,"other",2,1,NA,"Psocodea","order","Psocodea",0.8,1,998435
105436,131318,"other",2,1,NA,"Psocodea","order","Psocodea",0.8,1,998435
105437,131321,"bee",2,1,NA,NA,"order","Hymenoptera",0.3,1,152741
105437,131321,"bee",2,1,NA,NA,"order","Hymenoptera",0.3,1,152741
105438,131321,"ant",3,1,NA,"Lost","family","Formicidae",NA,0,154193
105438,131321,"ant",3,1,NA,"Lost","family","Formicidae",NA,0,154193
105439,131321,"spider",5,1,NA,NA,"family","Anyphaenidae",9.1,1,871515
105439,131321,"spider",5,1,NA,NA,"family","Anyphaenidae",9.1,1,871515
105440,131322,"truebugs",2,1,NA,"Tingidae","genus","Corythucha",0.6,1,104215
105440,131322,"truebugs",2,1,NA,"Tingidae","genus","Corythucha",0.6,1,104215
105442,131325,"beetle",3,1,NA,NA,"family","Saldidae",0.8,1,104063
105442,131325,"beetle",3,1,NA,NA,"family","Saldidae",0.8,1,104063
105443,131326,"beetle",2,1,NA,NA,"family","Coccinellidae",3,1,114329
105443,131326,"beetle",2,1,NA,NA,"family","Coccinellidae",3,1,114329
105444,131327,"other",3,3,NA,"Trichoptera, all same, lost 1","order","Trichoptera",1.8,2,115095
105444,131327,"other",3,3,NA,"Trichoptera, all same, lost 1","order","Trichoptera",1.8,2,115095
105445,131327,"beetle",2,1,NA,"larva","family","Coccinellidae",1,1,114329
105445,131327,"beetle",2,1,NA,"larva","family","Coccinellidae",1,1,114329
105446,131329,"beetle",3,3,NA,NA,"family","Mordellidae",4.8,3,114383
105446,131329,"beetle",3,3,NA,NA,"family","Mordellidae",4.8,3,114383
205446,131329,NA,NA,NA,NA,NA,"family","Chrysomelidae",2.3,NA,114509
205446,131329,NA,NA,NA,NA,NA,"family","Chrysomelidae",2.3,NA,114509
105447,131329,"spider",4,1,NA,NA,"family","Tetragnathidae",3.1,1,847764
105447,131329,"spider",4,1,NA,NA,"family","Tetragnathidae",3.1,1,847764
105448,131330,"ant",6,1,NA,NA,"genus","Formica",7.8,1,154211
105448,131330,"ant",6,1,NA,NA,"genus","Formica",7.8,1,154211
105449,131332,"spider",3,1,NA,NA,"family","Anyphaenidae",2.8,1,871515
105449,131332,"spider",3,1,NA,NA,"family","Anyphaenidae",2.8,1,871515
105450,131333,"beetle",5,1,NA,NA,"species","Ptosima gibbicollis",16.8,1,809008
105450,131333,"beetle",5,1,NA,NA,"species","Ptosima gibbicollis",16.8,1,809008
105451,131334,"bee",3,1,NA,NA,"order","Hymenoptera",NA,1,152741
105451,131334,"bee",3,1,NA,NA,"order","Hymenoptera",NA,1,152741
105452,131334,"beetle",5,2,NA,NA,"family","Elateridae",24.5,2,113879
105452,131334,"beetle",5,2,NA,NA,"family","Elateridae",24.5,2,113879
105453,131334,"truebugs",4,1,NA,NA,"family","Miridae",4.5,1,104419
105453,131334,"truebugs",4,1,NA,NA,"family","Miridae",4.5,1,104419
105454,131336,"ant",7,1,NA,NA,"genus","Formica",8.3,1,154211
105454,131336,"ant",7,1,NA,NA,"genus","Formica",8.3,1,154211
105519,131423,"spider",12,1,NA,NA,"family","Tetragnathidae",17,1,847764
105519,131423,"spider",12,1,NA,NA,"family","Tetragnathidae",17,1,847764
105520,131424,"fly",3,1,NA,NA,"family","Chironomidae",0.5,1,127917
105520,131424,"fly",3,1,NA,NA,"family","Chironomidae",0.5,1,127917
105521,131424,"spider",3,1,NA,NA,"family","Anyphaenidae",2.7,1,871515
105521,131424,"spider",3,1,NA,NA,"family","Anyphaenidae",2.7,1,871515
105522,131424,"other",2,1,NA,NA,"order","Psocodea",0.8,1,998435
105522,131424,"other",2,1,NA,NA,"order","Psocodea",0.8,1,998435
105523,131425,"truebugs",4,1,NA,NA,"family","Miridae",6.6,1,104419
105523,131425,"truebugs",4,1,NA,NA,"family","Miridae",6.6,1,104419
105524,131426,"bee",2,1,NA,NA,"family","Eurytomidae",NA,1,154008
105524,131426,"bee",2,1,NA,NA,"family","Eurytomidae",NA,1,154008
205524,131426,NA,2,1,NA,NA,"order","Diptera",0.9,1,118831
205524,131426,NA,2,1,NA,NA,"order","Diptera",0.9,1,118831
105525,131427,"fly",3,1,NA,NA,"family","Chloropidae",1.8,1,147644
105525,131427,"fly",3,1,NA,NA,"family","Chloropidae",1.8,1,147644
105526,131429,"fly",2,1,NA,NA,"order","Diptera",0.4,1,118831
105526,131429,"fly",2,1,NA,NA,"order","Diptera",0.4,1,118831
105527,131429,"spider",2,1,NA,NA,"family","Araneidae",0.6,1,82737
105527,131429,"spider",2,1,NA,NA,"family","Araneidae",0.6,1,82737
105528,131433,"beetle",2,1,NA,NA,"order","Coleoptera",0.5,1,109216
105528,131433,"beetle",2,1,NA,NA,"order","Coleoptera",0.5,1,109216
105529,131433,"beetle",4,1,NA,NA,"family","Mordellidae",3,1,114383
105529,131433,"beetle",4,1,NA,NA,"family","Mordellidae",3,1,114383
105530,131433,"fly",4,1,NA,NA,"order","Chironomidae",0.6,1,127917
105530,131433,"fly",4,1,NA,NA,"order","Chironomidae",0.6,1,127917
105531,131434,"beetle",4,2,NA,NA,"family","Elateridae",7.5,2,113879
105531,131434,"beetle",4,2,NA,NA,"family","Elateridae",7.5,2,113879
105532,131434,"spider",2,1,NA,NA,"family","Araneidae",0.8,1,82737
105532,131434,"spider",2,1,NA,NA,"family","Araneidae",0.8,1,82737
205532,131434,NA,2,1,NA,NA,"family","Anyphaenidae",0.7,1,871515
205532,131434,NA,2,1,NA,NA,"family","Anyphaenidae",0.7,1,871515
105533,131434,"spider",4,1,NA,NA,"family","Anyphaenidae",9.9,1,871515
105533,131434,"spider",4,1,NA,NA,"family","Anyphaenidae",9.9,1,871515
